osm_id,type
11677971,residential
11677860,residential
11677796,residential
11677976,residential
11677782,residential
11677975,residential
11677978,residential
11677977,residential
11677979,residential
11677924,residential
11677648,residential
11677986,residential
11677933,residential
11677954,residential
11677675,residential
11677989,residential
11677994,residential
11677885,residential
11677995,residential
11677970,residential
11678000,residential
11677996,residential
11678001,residential
11678003,residential
11678002,residential
11678004,residential
11678005,service
11678007,residential
11677884,residential
11677732,trunk
11677714,residential
11677980,residential
11677907,residential
11678016,residential
11678017,residential
11678020,residential
11678028,service
11677983,residential
11677947,residential
11678031,residential
11677984,residential
11678037,residential
11678038,residential
11678040,residential
11678043,primary
11678041,residential
11678044,residential
11678045,residential
11678046,residential
11678047,residential
11678055,residential
11678052,residential
11678059,residential
11677999,residential
11677968,residential
11678006,residential
11678061,residential
11678065,residential
11677973,residential
11677693,residential
11678012,residential
11678069,residential
11678071,residential
11678072,residential
11677981,residential
11678070,residential
11678073,residential
11678075,residential
11678074,residential
11678078,residential
11678029,service
11678080,residential
11678081,unclassified
11678082,residential
11678083,tertiary
11678084,residential
11678086,residential
11678087,residential
11678027,residential
11678092,residential
11678015,residential
11678100,residential
11678102,service
11678108,residential
11677802,residential
11678116,residential
11677950,residential
11677953,residential
11678124,residential
11678049,residential
11678109,residential
11678126,residential
11678127,residential
11678060,residential
11678138,residential
11678062,residential
11678137,residential
11678140,residential
11678136,residential
11678143,residential
11678145,residential
11678155,residential
11678009,tertiary
11678157,residential
11678156,residential
11678158,residential
11678076,residential
11678162,residential
11678160,residential
11678077,residential
11678176,residential
11678174,residential
11678022,residential
11678192,residential
11678191,residential
11678096,residential
11677863,residential
11678199,residential
11678195,residential
11678200,residential
11678103,service
11678216,residential
11678220,residential
11678226,residential
11678222,residential
11678234,residential
11678213,residential
11678242,residential
11677877,residential
11678235,residential
11677988,residential
11678243,residential
11678245,residential
11678255,residential
11678254,residential
11678048,residential
11678259,residential
11677852,residential
11678262,residential
11678268,residential
11678267,residential
11678057,residential
11678261,residential
11678141,secondary
11678271,residential
11678068,residential
11678276,residential
11677883,residential
11678291,residential
11678149,residential
11678190,residential
11678293,residential
11678212,residential
11677799,residential
11678299,residential
11678300,residential
11678233,residential
11678304,service
11677992,residential
11678324,residential
11678307,service
11678354,residential
11678346,trunk_link
11678250,residential
11678278,residential
11678380,residential
11678260,residential
11678135,residential
11678287,residential
11677974,residential
11678373,motorway_link
11678114,residential
11677794,residential
11678306,service
11678088,residential
11678294,residential
11678422,residential
11677982,tertiary
11677861,residential
11678473,residential
11678471,residential
11678281,residential
11678480,service
11678181,residential
11678502,residential
11678390,motorway_link
11678284,residential
11678501,residential
11678507,trunk_link
11678514,residential
11678541,residential
11678545,service
11678425,residential
11678401,residential
11678395,residential
11678562,residential
11678121,residential
11678469,residential
11678577,residential
11678569,residential
11678591,residential
11678589,residential
11678622,residential
11678246,residential
11678668,residential
11678681,residential
11678182,residential
11678448,track
11678682,residential
11678693,residential
11678696,residential
11678711,residential
11678129,residential
11678716,residential
11678384,residential
11678500,trunk_link
11678719,residential
11678519,service
11678170,residential
11678536,tertiary
11678288,residential
11678279,residential
11678734,residential
11678477,residential
11678756,service
11678305,service
11678778,residential
11678565,primary_link
11678775,motorway_link
11678248,residential
11678834,residential
11677888,residential
11678794,residential
11678416,residential
11678533,residential
11677942,residential
11678822,residential
11678769,motorway_link
11678368,path
11678714,residential
11678066,residential
11678825,residential
11678857,residential
11678543,residential
11678875,service
11678725,service
11678880,residential
11678884,service
11678885,residential
11678556,residential
11678897,residential
11678902,residential
11678860,residential
11678488,service
11678906,residential
11678914,service
11678910,residential
11678917,residential
11678596,residential
11678925,residential
11678879,residential
11678929,motorway_link
11678842,residential
11678926,motorway_link
11678938,service
11678937,residential
11678855,residential
11678972,residential
11679022,residential
11678821,residential
11679050,residential
11678705,residential
11679046,motorway_link
11679053,residential
11679041,residential
11679058,residential
11679061,residential
11679063,residential
11678904,residential
11678741,residential
11679127,residential
11678658,track
11679130,service
11679131,residential
11679138,residential
11679149,residential
11678934,service
11679145,residential
11678618,service
11679151,trunk_link
11679158,trunk_link
11679016,residential
11679164,residential
11679038,motorway_link
11679171,residential
11678738,service
11679179,trunk_link
11679177,trunk_link
11679181,residential
11678846,residential
11679180,trunk_link
11679208,residential
11679212,motorway_link
11679056,residential
11679196,motorway_link
11679215,residential
11679222,residential
11679239,residential
11678869,residential
11679244,residential
11679245,residential
11679249,residential
11679250,service
11678670,secondary
11678364,residential
11679260,residential
11679263,residential
11679268,residential
11678378,motorway_link
11678870,residential
11678912,service
11679286,residential
11679306,residential
11679304,motorway_link
11679075,service
11679313,residential
11679319,residential
11679318,residential
11679197,residential
11679341,residential
11679347,residential
11679332,residential
11679354,service
11679350,residential
11678896,service
11678713,unclassified
11679358,service
11679366,motorway_link
11678858,residential
11679369,residential
11679367,residential
11679374,residential
11679382,residential
11679236,residential
11678898,service
11679273,trunk_link
11679396,residential
11679401,track
11679404,service
11679407,residential
11679424,residential
11679272,residential
11679425,residential
11678899,residential
11679471,residential
11679477,secondary_link
11679467,residential
11679464,service
11679481,service
11679312,residential
11678441,track
11679513,trunk_link
11679483,residential
11679515,motorway_link
11679157,trunk_link
11679525,service
11679517,residential
11679520,residential
11679544,residential
11679545,residential
11679549,service
11679550,trunk_link
11679165,trunk_link
11679561,service
11679572,residential
11679585,residential
11679174,residential
11679591,residential
11679323,residential
11679604,residential
11679387,residential
11679210,residential
11679633,residential
11679638,residential
11679364,tertiary
11679220,residential
11679686,residential
11678919,residential
11679548,residential
11679150,residential
11678877,secondary_link
11679687,residential
11679694,residential
11679713,living_street
11679575,service
11679706,motorway_link
11679716,service
11679718,service
11679720,residential
11679745,residential
11679593,residential
11679747,residential
11679772,residential
11679732,residential
11679769,motorway_link
11679789,service
11679798,residential
11679636,residential
11679805,residential
11679820,residential
11679840,residential
11679838,residential
11679843,residential
11679384,residential
11679861,residential
11679851,motorway_link
11679877,service
11679879,residential
11679881,service
11679886,service
11679887,residential
11679910,motorway_link
11679913,service
11679932,residential
11679640,motorway_link
11679949,residential
11679484,trunk_link
11679952,residential
11679953,service
11679951,residential
11679969,service
11679487,trunk_link
11679991,residential
11679677,residential
11680006,residential
11679107,service
11679372,residential
11679317,service
11679752,residential
11680013,service
11680011,service
11680025,residential
11680034,residential
11680031,tertiary
11679175,residential
11680038,motorway_link
11678381,residential
11680054,motorway_link
11679973,service
11680057,trunk_link
11679666,residential
11679684,residential
11680059,service
11680069,trunk_link
11680068,service
11680003,residential
11680089,service
11678839,residential
11680091,residential
11680092,service
11679992,track
11680094,residential
11680102,residential
11680103,service
11680077,residential
11679453,service
11679540,residential
11680118,secondary
11680130,residential
11679790,residential
11680043,motorway_link
11679373,residential
11679912,residential
11680143,residential
11680144,residential
11680147,residential
11680134,service
11680161,residential
11680158,residential
11679890,residential
11680168,residential
11680173,residential
11680175,residential
11680165,track
11680178,residential
11680189,service
11679421,residential
11680058,residential
11680197,service
11680203,residential
11679995,residential
11680065,residential
11680083,residential
11680023,residential
11680117,trunk_link
11679661,residential
11680122,residential
11680232,service
11680249,residential
11680231,service
11680230,residential
11680245,residential
11680253,trunk_link
11680266,residential
11678810,cycleway
11680268,residential
11680267,residential
11680139,residential
11680279,residential
11680283,service
11680284,service
11680285,service
11680166,residential
11680307,residential
11680049,residential
11680318,service
11680347,service
11679936,residential
11680351,service
11680356,service
11680361,service
11680368,residential
11680199,residential
11680373,service
11680381,residential
11680110,residential
11680229,service
11679693,motorway_link
11680088,tertiary
11680405,residential
11680205,residential
11680390,residential
11680410,residential
11679614,residential
11680414,service
11680047,tertiary_link
11678966,residential
11680152,residential
11680263,residential
11680194,service
11680329,motorway_link
11680366,service
11680449,residential
11680399,residential
11678744,residential
11680427,residential
11680435,residential
11680520,motorway_link
11680317,residential
11679783,residential
11680535,residential
11680455,residential
11680540,residential
11680460,residential
11680565,residential
11680568,residential
11680569,residential
11680573,residential
11680578,residential
11680061,trunk_link
11680580,service
11680582,residential
11680581,residential
11680585,service
11680588,tertiary
11680589,motorway_link
11680595,residential
11680474,residential
11680598,service
11680600,trunk_link
11680603,residential
11680612,tertiary
11680609,residential
11679135,residential
11680617,service
11680618,residential
11680619,residential
11680620,service
11680623,residential
11680637,residential
11680643,service
11680630,service
11680651,trunk_link
11680658,residential
11680112,trunk_link
11680671,service
11680478,trunk_link
11680694,service
11680696,service
11680689,motorway_link
11680703,residential
11680701,residential
11680710,residential
11680714,service
11680489,residential
11680716,trunk_link
11680724,motorway_link
11680732,trunk_link
11679290,tertiary
11680741,service
11680497,trunk_link
11680746,residential
11680750,residential
11680749,residential
11680753,residential
11680756,residential
11680289,residential
11680760,residential
11680761,residential
11680778,service
11680767,residential
11680781,service
11680782,residential
11680790,motorway_link
11680791,residential
11680793,residential
11680799,road
11680811,residential
11680813,residential
11680814,service
11680821,service
11680827,residential
11680832,residential
11680831,residential
11680858,tertiary
11680860,unclassified
11680863,motorway_link
11680877,residential
11680880,unclassified
11680886,service
11680890,residential
11680434,residential
11680256,residential
11680908,service
11680918,motorway_link
11680921,residential
11680531,residential
11680961,residential
11680963,residential
11680962,residential
11680974,residential
11680965,service
11680978,residential
11680980,residential
11680550,residential
11680991,residential
11680547,residential
11680992,residential
11681012,residential
11681002,residential
11681019,trunk_link
11681023,motorway_link
11681027,residential
11681028,residential
11681029,residential
11681032,trunk_link
11680204,motorway_link
11680576,residential
11681049,residential
11681065,residential
11681055,primary
11681070,residential
11681071,residential
11680711,residential
11681089,residential
11680448,service
11680757,residential
11680481,residential
11680416,track
11680237,motorway_link
11680666,service
11681099,trunk_link
11681103,trunk_link
11681106,residential
11681108,residential
11681114,residential
11681105,residential
11681115,residential
11680907,service
11681136,service
11681123,residential
11681138,trunk_link
11681043,residential
11680989,residential
11680108,residential
11681149,service
11681026,residential
11681148,residential
11681177,residential
11681170,residential
11680616,residential
11681173,secondary
11681179,residential
11681190,service
11680413,residential
11681186,residential
11681191,service
11681193,service
11681180,residential
11681197,residential
11680735,residential
11681200,residential
11679700,motorway_link
11681203,residential
11681220,residential
11681223,residential
11681119,service
11681254,motorway_link
11680529,residential
11681267,residential
11681110,motorway_link
11681271,residential
11680559,residential
11681154,service
11681286,residential
11681295,residential
11681296,residential
11680590,secondary
11680657,residential
11681309,service
11681307,tertiary
11681317,motorway_link
11680302,track
11680188,residential
11681080,residential
11681194,service
11681234,service
11681326,residential
11681098,residential
11681212,tertiary
11681359,residential
11681332,residential
11681343,service
11681369,residential
11681141,service
11681171,residential
11681264,residential
11681272,service
11681130,residential
11681339,residential
11681269,residential
11681366,residential
11681417,residential
11681407,residential
11681364,service
11681378,residential
11681195,service
11680958,residential
11681184,residential
11681450,residential
11681333,residential
11681392,residential
11681120,service
11681457,residential
11681259,motorway_link
11681245,residential
11681423,service
11681463,service
11681433,residential
11681094,residential
11681481,motorway_link
11681474,secondary_link
11681445,service
11681410,residential
11680220,motorway_link
11681510,service
11681427,residential
11681523,residential
11681224,service
11680315,service
11681438,residential
11681300,residential
11681501,residential
11681453,residential
11681552,secondary
11681528,service
11681470,residential
11681571,residential
11681426,residential
11680982,residential
11681372,service
11681526,service
11681536,service
11681604,residential
11681458,residential
11681465,residential
11681566,motorway_link
11681632,residential
11681449,residential
11680876,residential
11681626,trunk_link
11681650,service
11680738,motorway_link
11681667,residential
11681606,service
11681670,residential
11681508,service
11681682,residential
11681568,residential
11681562,service
11681713,residential
11681472,residential
11681596,track
11681461,service
11681630,residential
11681733,service
11681732,service
11681580,residential
11681478,residential
11681761,residential
11681702,secondary
11681466,service
11681659,trunk_link
11680389,residential
11681765,residential
11681730,residential
11681771,residential
11681598,residential
11681773,service
11681649,residential
11681651,primary
11681783,service
11681548,residential
11681615,trunk_link
11681422,service
11681769,residential
11681740,service
11681767,tertiary
11681743,residential
11681816,trunk_link
11681850,residential
11681846,residential
11681867,residential
11681781,residential
11681817,trunk_link
11681788,service
11681700,secondary
11681354,service
11681876,service
11681895,residential
11681721,residential
11681869,service
11681784,residential
11681871,residential
11681561,residential
11681862,motorway_link
11681313,residential
11681792,residential
11681764,service
11681900,residential
11681875,residential
11681745,motorway_link
11681954,residential
11681940,residential
11681731,trunk_link
11681844,residential
11681851,service
11681589,track
11681937,residential
11681916,motorway_link
11681911,residential
11681936,residential
11682002,residential
11682006,residential
11682013,residential
11682035,residential
11682018,service
11681888,service
11681970,residential
11682051,residential
11681878,service
11681978,residential
11682099,residential
11681532,tertiary
11682100,service
11681613,residential
11681683,service
11682115,motorway_link
11682123,motorway_link
11681964,residential
11681949,service
11682129,motorway_link
11682036,residential
11682109,residential
11682077,residential
11682098,secondary_link
11682149,residential
11682154,residential
11682103,residential
11682162,residential
11682156,residential
11682136,residential
11681873,service
11682177,residential
11682016,trunk_link
11682190,residential
11682170,residential
11682191,tertiary
11682038,residential
11682050,residential
11681725,rail
11682039,trunk_link
11682120,unclassified
11682213,service
11682141,residential
11681671,tertiary
11682234,service
11681946,residential
11681502,tertiary
11682261,residential
11682241,tertiary
11682309,residential
11682262,motorway_link
11682287,service
11682313,service
11682319,service
11682159,residential
11682048,residential
11682342,residential
11681840,residential
11682357,track
11682168,residential
11682360,service
11682361,service
11682206,unclassified
11682210,residential
11682216,residential
11682102,residential
11681852,residential
11682406,trunk_link
11682424,residential
11681994,track
11682417,trunk_link
11682230,residential
11681896,residential
11682434,residential
11682333,residential
11682447,service
11682186,residential
11682452,residential
11682448,service
11682211,residential
11682471,trunk_link
11682461,track
11682472,residential
11681521,tertiary
11682484,residential
11682486,residential
11681955,residential
11682400,residential
11682492,residential
11681892,service
11682116,unclassified
11682401,residential
11682142,service
11682441,residential
11682518,residential
11682523,trunk_link
11682195,residential
11682316,residential
11682539,residential
11682543,residential
11682470,trunk_link
11682572,residential
11682553,residential
11682365,service
11682574,residential
11682393,residential
11682473,residential
11682578,primary_link
11682368,tertiary
11682570,residential
11682243,trunk_link
11682670,primary_link
11682435,residential
11682396,residential
11682680,residential
11682532,motorway_link
11682334,service
11682693,residential
11682674,tertiary
11682695,trunk_link
11682482,service
11682212,service
11682708,residential
11682128,residential
11682748,residential
11682737,residential
11682548,residential
11682550,residential
11682639,residential
11682707,residential
11682802,residential
11682440,residential
11682686,residential
11682722,residential
11682825,service
11682835,residential
11682696,road
11682601,residential
11682235,service
11682605,residential
11682526,service
11682887,residential
11682498,service
11682752,residential
11682927,residential
11682465,residential
11682855,residential
11682649,residential
11682938,residential
11682929,residential
11682874,residential
11682867,residential
11682944,residential
11682945,residential
11682667,service
11682954,residential
11682545,residential
11682774,residential
11682558,service
11682953,residential
11682814,service
11682180,residential
11682809,service
11680408,residential
11682951,residential
11682955,residential
11683079,residential
11682917,residential
11683088,service
11681456,service
11683087,residential
11683093,residential
11683012,residential
11682979,secondary_link
11682935,residential
11682822,service
11682948,residential
11682926,residential
11683099,residential
11682764,trunk_link
11683029,residential
11683134,residential
11682914,residential
11683157,residential
11682801,service
11683038,residential
11682805,path
11683073,service
11683196,service
11683090,residential
11683202,service
11683091,residential
11683208,trunk
11683207,residential
11683212,trunk
11683216,service
11683221,service
11683234,residential
11683231,residential
11683235,residential
11683255,trunk_link
11682384,service
11683265,motorway_link
11683275,residential
11682407,residential
11682939,residential
11683292,residential
11683308,residential
11682854,residential
11683267,motorway_link
11683297,residential
11683319,residential
11683310,motorway_link
11683175,cycleway
11683119,motorway_link
11683060,service
11683158,residential
11683342,residential
11683185,residential
11682700,trunk_link
11683362,residential
11683351,service
11683143,residential
11683369,residential
11682982,residential
11683069,track
11683391,residential
11682969,motorway_link
11683324,tertiary
11682971,residential
11683430,residential
11683432,residential
11683229,residential
11683429,residential
11683095,residential
11683368,residential
11683435,residential
11683437,residential
11683296,service
11683117,service
11683465,secondary_link
11683382,service
11683468,service
11683103,service
11683120,residential
11683476,trunk_link
11683280,residential
11683483,residential
11683145,residential
11683490,residential
11683491,residential
11683499,service
11683325,tertiary
11683522,residential
11683205,residential
11683525,residential
11682958,residential
11683505,residential
11683457,residential
11683396,secondary
11683502,residential
11683446,trunk_link
11683333,residential
11683523,residential
11683424,trunk_link
11683599,residential
11683534,service
11683139,residential
11683552,residential
11683395,residential
11683565,trunk_link
11683628,service
11683462,motorway_link
11683634,residential
11683632,service
11683629,residential
11683583,service
11683482,residential
11683672,residential
11683514,residential
11683606,residential
11683403,residential
11683626,service
11683380,residential
11683479,trunk_link
11683609,residential
11683410,residential
11683645,residential
11683751,residential
11683773,service
11683786,residential
11683795,residential
11683794,motorway_link
11682892,service
11683610,residential
11683768,service
11683803,service
11683814,residential
11683810,motorway
11683460,secondary_link
11683607,service
11683853,service
11683849,service
11683711,residential
11683876,tertiary
11683445,residential
11683881,residential
11683635,residential
11683867,residential
11683741,residential
11683926,cycleway
11683922,service
11683978,service
11683743,residential
11684002,residential
11684013,service
11683605,residential
11683215,trunk
11684021,motorway_link
11684028,residential
11683801,trunk_link
11683724,residential
11684064,residential
11684073,residential
11683571,service
11684078,residential
11684082,trunk_link
11683914,residential
11682201,unclassified
11684101,residential
11684104,residential
11683699,service
11683788,residential
11683749,service
11684027,motorway_link
11683789,residential
11683990,motorway_link
11683428,trunk_link
11684062,residential
11684059,residential
11684119,residential
11684029,motorway_link
11683787,residential
11683690,service
11683798,trunk_link
11684070,residential
11684183,service
11682868,service
11684140,residential
11684142,residential
11683500,tertiary
11683971,service
11684198,service
11684241,service
11684143,residential
11684160,residential
11684286,residential
11684290,service
11684259,residential
11684296,service
11684189,trunk_link
11684303,tertiary
11684261,residential
11684144,residential
11683897,trunk_link
11684037,motorway_link
11684308,motorway_link
11684310,residential
11683987,motorway_link
11684313,service
11684317,residential
11684312,residential
11684262,residential
11684297,service
11684270,trunk_link
11684298,service
11684273,residential
11684305,service
11684311,unclassified
11684105,residential
11682565,residential
11684107,residential
11683919,motorway
11684243,residential
11684320,residential
11684181,residential
11683335,residential
11684264,residential
11684089,motorway_link
11684287,track
11683655,service
11683575,secondary
11684314,residential
11684430,residential
11683974,motorway_link
11684180,residential
11684442,service
11684074,residential
11684289,service
11684258,residential
11684355,rail
11684474,trunk_link
11684365,residential
11684359,road
11684482,residential
11684477,residential
11684427,residential
11684479,residential
11684502,service
11684503,residential
11684514,residential
11684386,residential
11684546,residential
11684544,service
11684549,residential
11684554,service
11684555,residential
11684393,motorway_link
11684399,residential
11684568,residential
11684575,tertiary_link
11684579,tertiary_link
11684247,residential
11684594,service
11684599,trunk_link
11684608,residential
11684484,residential
11684609,secondary_link
11684606,trunk_link
11684625,residential
11684626,residential
11684325,service
11683169,track
11684334,residential
11684456,residential
11684327,service
11684636,residential
11684640,residential
11684656,residential
11684666,residential
11684668,residential
11684464,motorway_link
11684487,residential
11684670,residential
11684536,residential
11684689,service
11684387,trunk_link
11684693,service
11684703,residential
11684700,service
11684704,residential
11684573,track
11684705,residential
11684709,residential
11684712,service
11684716,residential
11684721,track
11684321,residential
11684622,residential
11684734,residential
11684733,residential
11684326,service
11684736,residential
11684732,residential
11684741,residential
11684440,service
11684752,residential
11684775,residential
11684776,residential
11684639,residential
11684779,residential
11684783,residential
11684789,service
11684788,service
11684673,residential
11684441,service
11684634,service
11684814,trunk_link
11684808,residential
11684702,service
11684363,residential
11684884,service
11684874,residential
11684723,residential
11684725,residential
11684899,service
11684572,residential
11684662,primary
11684272,residential
11684936,residential
11684935,residential
11684324,residential
11684929,service
11684937,service
11684941,service
11684742,residential
11683845,track
11684791,service
11684945,residential
11684760,residential
11684953,service
11684971,service
11684974,residential
11684749,residential
11684392,residential
11684871,residential
11684375,residential
11685012,trunk_link
11684437,residential
11684531,track
11684631,residential
11684402,residential
11685023,trunk_link
11685026,residential
11684589,track
11685058,residential
11684950,motorway_link
11685078,service
11684980,service
11685085,service
11685006,residential
11685080,residential
11685088,residential
11685020,residential
11684904,residential
11685017,residential
11685099,service
11684897,residential
11685137,residential
11685117,residential
11685140,residential
11684948,residential
11685144,service
11685112,residential
11684418,motorway_link
11684337,residential
11685039,motorway_link
11685149,service
11685075,residential
11685166,residential
11684954,residential
11684691,residential
11685188,service
11684384,residential
11685163,residential
11685185,track
11685094,residential
11685201,residential
11685219,residential
11685216,residential
11685204,residential
11685223,residential
11685148,residential
11685042,residential
11684810,trunk_link
11685065,service
11685236,residential
11685247,residential
11684991,service
11685079,residential
11685271,residential
11685010,service
11685258,primary_link
11684698,motorway_link
11685196,residential
11685282,residential
11685214,residential
11685302,residential
11685305,residential
11685309,residential
11684829,residential
11685312,track
11684983,service
11685250,residential
11685315,track
11685206,trunk_link
11684846,residential
11684943,service
11685332,service
11685334,residential
11685222,residential
11685225,service
11685009,residential
11685339,residential
11685154,residential
11685340,residential
11685281,residential
11685362,residential
11685296,track
11685165,trunk_link
11685160,residential
11684833,residential
11685337,residential
11685190,service
11685262,residential
11685412,track
11685180,residential
11685283,residential
11685416,service
11685330,residential
11685420,residential
11685434,residential
11685433,residential
11685440,residential
11685311,residential
11685301,residential
11685322,residential
11685313,residential
11685091,residential
11685472,service
11685387,motorway_link
11685489,residential
11685191,trunk_link
11685356,service
11685126,motorway_link
11685445,residential
11685442,residential
11685491,residential
11685482,service
11685415,residential
11684928,residential
11685448,residential
11685503,residential
11685508,residential
11685484,secondary_link
11685465,residential
11685493,residential
11685498,service
11685512,service
11685269,residential
11685536,residential
11685534,residential
11685519,service
11685558,track
11685567,residential
11685562,service
11685572,residential
11685319,residential
11685573,residential
11685574,residential
11685600,residential
11685611,residential
11685622,residential
11685467,residential
11685623,residential
11685628,residential
11685627,trunk_link
11685505,residential
11685632,residential
11685635,residential
11685639,residential
11685360,motorway_link
11685636,service
11685645,motorway_link
11685649,service
11685651,residential
11685652,residential
11685490,residential
11685664,service
11685676,residential
11685700,residential
11685036,residential
11685706,residential
11685714,motorway_link
11685525,service
11685722,residential
11685427,residential
11685730,residential
11685738,residential
11685737,residential
11685748,service
11685749,service
11685411,service
11685751,service
11685758,residential
11685774,service
11685776,residential
11685784,service
11685788,residential
11685791,residential
11685789,residential
11685802,residential
11685809,residential
11685812,residential
11685819,residential
11685499,service
11685822,residential
11685550,residential
11685497,residential
11684641,service
11685851,residential
11685657,trunk_link
11685853,residential
11685511,residential
11685661,residential
11685240,residential
11685517,residential
11685805,residential
11685566,residential
11685659,residential
11685895,residential
11685826,service
11685899,residential
11685364,tertiary_link
11685907,residential
11685390,residential
11685910,residential
11685900,residential
11685638,residential
11685564,residential
11685367,trunk_link
11685424,motorway_link
11685873,tertiary
11685936,residential
11685923,residential
11685942,residential
11685504,service
11685092,service
11685957,residential
11685531,residential
11685964,residential
11685983,residential
11685981,residential
11685908,residential
11685949,residential
11685857,secondary
11685717,residential
11685990,residential
11686009,residential
11685975,residential
11685956,residential
11686037,secondary
11685909,residential
11685933,residential
11686051,residential
11686058,residential
11686059,residential
11685828,residential
11685477,residential
11685945,residential
11685666,service
11686077,residential
11686081,residential
11685856,secondary
11686040,residential
11686111,residential
11686053,residential
11686113,residential
11686039,residential
11686110,residential
11685902,residential
11686120,residential
11686126,residential
11685597,motorway_link
11686117,residential
11686132,residential
11686140,residential
11686142,residential
11686067,residential
11686145,residential
11686070,residential
11686000,residential
11686075,residential
11686131,residential
11685967,residential
11686091,residential
11686143,residential
11686094,residential
11686155,residential
11685925,residential
11685894,residential
11686184,service
11686153,residential
11685473,service
11686173,residential
11686195,residential
11686208,residential
11686193,residential
11686190,residential
11686210,residential
11686057,residential
11686123,residential
11686212,residential
11686127,residential
11685867,residential
11686242,residential
11686244,residential
11686226,residential
11686234,residential
11685530,service
11685746,service
11685404,residential
11686263,residential
11686271,residential
11685904,residential
11686176,residential
11686156,residential
11686272,residential
11685970,residential
11686124,residential
11686261,residential
11686136,residential
11686150,residential
11686303,residential
11686253,residential
11686259,residential
11686172,residential
11686291,residential
11686090,tertiary
11686215,residential
11686353,residential
11686359,residential
11685988,residential
11686365,residential
11686371,residential
11686339,residential
11686105,residential
11686317,residential
11686308,residential
11686344,residential
11686379,residential
11685542,residential
11686223,residential
11686394,service
11686345,residential
11686264,residential
11686347,residential
11686410,residential
11686412,residential
11686414,residential
11686214,residential
11685995,residential
11686409,trunk_link
11686348,residential
11686078,residential
11686247,residential
11686295,residential
11686441,residential
11686373,residential
11686454,residential
11686439,residential
11686456,residential
11686299,residential
11686134,residential
11686257,residential
11686362,residential
11686171,residential
11686418,residential
11686443,residential
11686464,residential
11686431,residential
11686436,residential
11686209,residential
11686512,residential
11686411,residential
11686162,residential
11686481,residential
11686475,residential
11686408,unclassified
11686292,residential
11686575,residential
11686498,residential
11686529,residential
11686428,residential
11686403,residential
11686635,service
11686466,residential
11686413,residential
11686573,residential
11686669,residential
11686658,residential
11686677,residential
11686387,residential
11686629,residential
11686621,residential
11686200,residential
11686275,residential
11686717,residential
11686727,residential
11686402,residential
11686601,residential
11686459,residential
11686496,residential
11686634,residential
11686702,residential
11686752,residential
11686734,residential
11686753,residential
11686638,residential
11686745,residential
11686698,residential
11686763,residential
11685712,residential
11686429,residential
11686786,residential
11686748,residential
11686708,residential
11686608,tertiary
11686795,residential
11686799,residential
11686555,residential
11686474,residential
11686801,residential
11686767,residential
11686768,residential
11686827,residential
11686747,residential
11686829,residential
11686835,residential
11686807,residential
11686789,residential
11686842,trunk_link
11686557,residential
11686509,residential
11686809,residential
11686858,residential
11686859,residential
11686872,residential
11686849,residential
11686618,residential
11686875,service
11686329,residential
11686740,residential
11686878,residential
11686898,residential
11686879,trunk_link
11686784,residential
11686718,residential
11686847,trunk_link
11686779,residential
11686903,residential
11686909,residential
11686449,residential
11686913,residential
11686806,residential
11686599,residential
11686880,residential
11686932,residential
11686881,residential
11686901,residential
11686822,residential
11686836,residential
11686942,residential
11686952,residential
11686895,residential
11686958,residential
11686853,residential
11686976,residential
11686969,residential
11686759,residential
11686876,residential
11686982,residential
11686986,residential
11686989,residential
11687037,residential
11686905,residential
11687018,residential
11686924,tertiary
11686927,residential
11686707,unclassified
11686833,residential
11687050,residential
11687059,residential
11687063,residential
11686951,residential
11686749,residential
11686934,residential
11686856,residential
11686915,residential
11687067,residential
11686854,residential
11686696,residential
11686796,residential
11686877,trunk_link
11687042,residential
11687100,residential
11687103,residential
11687112,service
11687062,residential
11686593,residential
11687052,residential
11686956,residential
11687117,residential
11687121,residential
11687076,residential
11687120,residential
11687125,residential
11687127,residential
11687079,residential
11687013,residential
11687135,residential
11687129,residential
11687140,residential
11687172,residential
11687143,residential
11687147,residential
11687174,residential
11687047,residential
11687110,residential
11686928,residential
11687189,residential
11687191,residential
11687049,residential
11687211,residential
11687222,residential
11687228,residential
11687072,residential
11687234,residential
11686975,residential
11687208,secondary
11686765,residential
11686776,residential
11687092,residential
11686465,residential
11687046,residential
11686726,residential
11686981,residential
11687098,residential
11687255,residential
11687268,residential
11687261,residential
11687279,residential
11687231,residential
11687071,residential
11687113,residential
11687310,residential
11687298,residential
11686025,secondary
11687074,residential
11687246,residential
11687106,residential
11687330,residential
11687160,residential
11687264,residential
11687334,residential
11687336,tertiary
11687260,residential
11686966,residential
11687341,residential
11687108,residential
11687360,residential
11687354,residential
11687365,residential
11687312,residential
11687066,residential
11687241,residential
11687187,residential
11687043,residential
11687402,residential
11687128,service
11687315,residential
11687253,residential
11687249,residential
11687412,residential
11687144,residential
11686695,residential
11687337,residential
11687433,residential
11687457,secondary
11687434,residential
11687183,residential
11687380,residential
11687227,residential
11687372,residential
11687327,residential
11687487,primary
11687481,residential
11687488,primary_link
11687498,service
11687499,service
11687504,residential
11687244,residential
11687393,residential
11687517,secondary
11687521,residential
11687541,residential
11687415,residential
11687552,residential
11687324,tertiary
11687424,residential
11687553,residential
11687332,residential
11687428,residential
11687431,residential
11687333,tertiary
11687587,residential
11687583,residential
11687545,residential
11687278,service
11687338,trunk_link
