osm_id,type
23534714,residential
23535203,residential
23535481,residential
23534870,residential
23535518,residential
23533615,secondary
23535428,residential
23535483,residential
23535549,residential
23535451,residential
23535212,residential
23535557,residential
23535204,residential
23533618,primary
23535496,residential
23535563,residential
23535596,residential
23535479,residential
23535600,residential
23535543,residential
23535548,residential
23535602,residential
23535603,residential
23534409,secondary
23535604,residential
23535606,residential
23535386,residential
23535617,residential
23535145,residential
23535447,residential
23535629,residential
23535626,residential
23535015,tertiary
23535628,residential
23535630,residential
23535588,secondary
23535576,residential
23535459,residential
23534410,residential
23535597,residential
23535657,residential
23535659,residential
23535668,residential
23535670,residential
23535517,residential
23535689,residential
23535682,residential
23535515,residential
23535503,residential
23535696,residential
23535712,residential
23535714,residential
23535735,residential
23535611,residential
23535736,residential
23535449,residential
23535738,residential
23535744,residential
23535491,residential
23535577,residential
23535705,residential
23535422,residential
23535753,residential
23535760,residential
23535757,residential
23535758,residential
23535761,residential
23535762,residential
23535728,residential
23535768,residential
23535767,residential
23535594,residential
23535749,residential
23535784,residential
23535555,residential
23535788,residential
23535792,residential
23535810,residential
23535643,residential
23535811,residential
23535832,residential
23535847,residential
23535848,residential
23535846,residential
23535839,residential
23535850,tertiary
23535864,residential
23535863,tertiary
23535622,residential
23535866,residential
23535874,residential
23535870,residential
23535915,residential
23535921,residential
23535920,residential
23535461,residential
23535514,residential
23535923,residential
23535925,residential
23535666,residential
23535937,residential
23535939,residential
23535595,residential
23535953,residential
23535954,residential
23535960,residential
23535774,residential
23535599,residential
23536022,residential
23535785,residential
23536038,residential
23535791,residential
23536037,residential
23536041,residential
23536047,residential
23536049,residential
23536050,residential
23536042,residential
23536069,residential
23536067,residential
23535485,residential
23536070,residential
23536071,residential
23536077,residential
23536079,residential
23536078,residential
23536082,residential
23536083,residential
23535185,residential
23536090,residential
23536086,residential
23535616,residential
23535642,residential
23536110,residential
23536107,residential
23535655,primary
23535656,secondary
23536115,residential
23535688,residential
23536119,residential
23535957,residential
23535645,residential
23536131,residential
23536150,residential
23536152,residential
23535781,residential
23535748,residential
23536164,residential
23536163,residential
23536091,residential
23536092,residential
23536173,residential
23535641,residential
23536109,residential
23536114,residential
23535941,residential
23535747,residential
23536144,residential
23536212,residential
23536167,residential
23535468,residential
23536089,residential
23535828,residential
23535913,residential
23536254,residential
23536143,residential
23535512,residential
23536298,residential
23536222,residential
23536165,residential
23535981,residential
23536310,service
23536302,residential
23536033,residential
23536288,residential
23536291,residential
23536256,residential
23536312,residential
23536081,residential
23536323,residential
23535752,unclassified
23535646,residential
23536294,residential
23536215,residential
23536172,residential
23536068,residential
23536373,residential
23535924,residential
23536372,residential
23536299,residential
23536326,residential
23535379,residential
23536320,residential
23536415,residential
23536255,residential
23536214,residential
23536347,residential
23536426,residential
23536171,residential
23535928,residential
23536207,residential
23536434,residential
23536400,residential
23536309,residential
23536420,residential
23536440,residential
23536442,residential
23536443,residential
23536364,residential
23536300,residential
23536446,residential
23536402,residential
23536425,residential
23536362,residential
23536421,residential
23536324,residential
23536460,residential
23536428,residential
23536470,residential
23536461,residential
23535914,residential
23536396,residential
23536418,residential
23536379,residential
23536322,tertiary
23536489,residential
23536395,residential
23536458,residential
23535751,residential
23536439,residential
23536454,residential
23536459,residential
23536525,residential
23536533,residential
23536444,residential
23536168,residential
23536441,residential
23536445,residential
23536523,residential
23536290,residential
23536377,residential
23536540,residential
23536224,residential
23536524,tertiary
23536534,residential
23536585,residential
23536535,residential
23536538,residential
23536537,residential
23536463,residential
23536587,residential
23536594,residential
23536530,residential
23536116,residential
23536447,residential
23536451,residential
23536546,residential
23536605,residential
23536609,residential
23536620,residential
23536551,residential
23536529,residential
23536628,residential
23536405,residential
23536630,residential
23536629,residential
23536619,residential
23536543,residential
23536633,residential
23536484,residential
23536547,residential
23536624,residential
23536597,residential
23536632,residential
23536542,residential
23536631,residential
23535694,residential
23536520,residential
23536627,residential
23536655,residential
23536603,residential
23536610,residential
23536650,residential
23536576,residential
23536471,residential
23536649,residential
23536644,residential
23536608,residential
23536469,residential
23536623,residential
23536622,residential
23536675,residential
23536673,residential
23536671,residential
23536588,residential
23536408,residential
23536667,residential
23536676,residential
23536659,residential
23536378,residential
23536697,residential
23536652,residential
23536683,residential
23536651,tertiary
23536578,residential
23536344,residential
23536694,residential
23536654,residential
23536662,residential
23536672,residential
23536678,residential
23536688,residential
23536712,residential
23536710,tertiary
23536689,residential
23536766,residential
23536727,residential
23536663,residential
23536725,residential
23536702,residential
23536722,residential
23536596,residential
23536815,tertiary
23536674,residential
23536827,residential
23536742,residential
23536836,residential
23536687,residential
23536745,residential
23536685,residential
23536550,residential
23536866,residential
23536878,residential
23536695,residential
23536842,residential
23536740,secondary
23536648,residential
23536770,residential
23536831,residential
23536929,service
23536902,residential
23536701,residential
23536721,residential
23536934,residential
23536744,residential
23536643,residential
23536938,residential
23536741,residential
23536828,residential
23536939,residential
23536825,residential
23536935,service
23536711,residential
23536936,residential
23536930,residential
23536979,residential
23536877,secondary
23536729,residential
23536843,residential
23536995,residential
23536966,residential
23536595,residential
23536985,residential
23536732,residential
23537001,residential
23536992,residential
23537004,residential
23537009,residential
23537010,residential
23536940,residential
23536970,residential
23536717,residential
23536972,residential
23536989,residential
23536924,residential
23536998,residential
23537008,residential
23536945,residential
23536969,residential
23537037,residential
23537036,residential
23537035,residential
23537040,residential
23537041,residential
23536734,residential
23537022,residential
23537093,residential
23536911,residential
23537013,residential
23536932,service
23537079,residential
23536531,residential
23537100,residential
23537078,residential
23537076,residential
23537033,residential
23536483,residential
23537038,residential
23536993,residential
23536863,residential
23536730,residential
23537057,residential
23537108,residential
23536986,residential
23537101,residential
23537130,residential
23537102,residential
23536944,residential
23537003,residential
23537077,residential
23537110,residential
23537142,residential
23537139,residential
23537159,residential
23537160,residential
23537074,residential
23537135,residential
23536963,residential
23537166,residential
23537169,residential
23537216,residential
23537181,residential
23536997,residential
23537026,residential
23537233,residential
23537234,residential
23537275,residential
23537163,residential
23537042,primary_link
23537029,residential
23537282,residential
23537280,residential
23537232,residential
23537291,residential
23537309,residential
23537109,residential
23537322,residential
23537323,residential
23537129,residential
23536991,residential
23537334,residential
23537340,residential
23537152,tertiary
23537345,residential
23537123,residential
23537165,residential
23537154,residential
23537174,residential
23536994,residential
23537099,tertiary
23537295,residential
23537167,residential
23537361,trunk_link
23537235,residential
23536708,residential
23537362,trunk
23537240,residential
23537370,residential
23537346,residential
23537095,residential
23537356,residential
23537376,residential
23537358,residential
23537136,residential
23537158,residential
23537348,residential
23537391,residential
23537396,residential
23537352,residential
23537382,residential
23537339,tertiary
23537354,residential
23537333,residential
23537388,residential
23537419,residential
23537402,residential
23537239,residential
23537411,residential
23537405,residential
23537020,residential
23537134,residential
23537386,residential
23537364,trunk
23537473,residential
23537458,residential
23537374,residential
23537474,residential
23537483,residential
23537475,residential
23537394,residential
23537401,residential
23537389,residential
23537491,residential
23537122,residential
23537472,residential
23537497,residential
23537503,residential
23537403,residential
23537504,residential
23537407,residential
23537162,residential
23537526,residential
23537308,residential
23537489,residential
23537508,residential
23537398,residential
23537501,residential
23537360,residential
23537023,residential
23537507,residential
23537395,residential
23537490,residential
23537550,residential
23537500,residential
23537493,residential
23537542,residential
23537546,residential
23537157,residential
23537467,residential
23537375,residential
23537547,residential
23537561,residential
23537525,residential
23537569,residential
23537529,residential
23537543,residential
23537384,residential
23537434,secondary
23537549,residential
23537556,secondary
23537492,residential
23537600,residential
23537512,residential
23537131,residential
23537554,residential
23537614,residential
23537532,residential
23537537,residential
23537616,residential
23537576,residential
23537610,residential
23537613,residential
23537574,residential
23537575,residential
23536906,residential
23537577,residential
23537645,residential
23537626,residential
23537555,residential
23537624,residential
23537612,residential
23537715,residential
23537632,residential
23537595,tertiary
23537700,residential
23537714,residential
23537601,residential
23537536,residential
23537733,residential
23537731,residential
23537553,residential
23537570,residential
23537634,residential
23537737,residential
23537552,residential
23537531,residential
23537551,residential
23537744,residential
23537328,tertiary
23537706,residential
23537599,residential
23537721,residential
23537716,residential
23537749,residential
23537765,residential
23537761,residential
23537369,residential
23537708,residential
23537698,residential
23537773,residential
23537732,residential
23537635,residential
23537702,residential
23537776,residential
23537778,residential
23537760,residential
23537287,residential
23537746,residential
23537759,residential
23537738,residential
23537798,residential
23537720,residential
23537723,secondary_link
23537826,residential
23537821,residential
23537828,residential
23537831,residential
23537757,residential
23537758,residential
23537842,primary
23537837,residential
23537779,residential
23537786,residential
23537747,residential
23537850,residential
23537797,residential
23537802,residential
23537852,residential
23537860,residential
23537858,residential
23537845,residential
23537847,residential
23537457,secondary
23537861,residential
23537865,residential
23537762,residential
23537629,residential
23537857,residential
23537844,residential
23537985,residential
23537559,residential
23537988,residential
23537986,residential
23537990,residential
23537981,residential
23537983,residential
23537996,residential
23537997,residential
23538000,residential
23538004,residential
23538005,residential
23538007,residential
23537792,residential
23537584,residential
23538016,residential
23538021,residential
23537711,residential
23537848,residential
23538023,residential
23538028,residential
23537800,residential
23538036,residential
23537822,residential
23538047,residential
23536806,secondary
23538053,residential
23538061,residential
23537763,residential
23538062,residential
23538064,residential
23538079,residential
23537833,residential
23538085,residential
23538089,residential
23538087,residential
23538098,residential
23538099,residential
23538100,service
23538108,secondary
23537984,residential
23537992,residential
23538027,residential
23537799,residential
23538006,residential
23538032,residential
23537730,residential
23537794,residential
23538033,residential
23538179,residential
23538177,residential
23538078,residential
23537989,residential
23537855,residential
23538173,residential
23537734,residential
23538203,residential
23537482,residential
23538024,residential
23538192,residential
23538084,residential
23537785,residential
23537994,residential
23537741,residential
23538281,residential
23538180,residential
23538282,tertiary
23538279,residential
23537868,residential
23538223,residential
23538295,residential
23538014,residential
23538169,residential
23537982,residential
23538170,residential
23538310,residential
23537846,residential
23538292,residential
23538194,residential
23538319,residential
23537999,residential
23538217,residential
23538207,residential
23538275,residential
23538316,residential
23538199,tertiary
23537766,residential
23538206,residential
23538208,residential
23538168,residential
23538360,residential
23538361,residential
23538309,residential
23538304,residential
23538320,residential
23538369,residential
23538216,residential
23538289,residential
23538372,service
23538290,residential
23538374,residential
23538376,residential
23538311,residential
23538377,residential
23538380,residential
23538394,residential
23538396,residential
23537851,residential
23538402,tertiary
23538314,residential
23538068,residential
23538359,residential
23538366,residential
23538393,residential
23538424,residential
23538425,residential
23538433,residential
23538434,residential
23538442,residential
23538443,residential
23538337,residential
23538453,residential
23538454,residential
23538455,residential
23538457,residential
23538458,residential
23538460,residential
23537796,residential
23538464,residential
23538404,residential
23538467,residential
23538468,residential
23538476,service
23538481,residential
23538482,residential
23538495,residential
23538496,residential
23538497,residential
23538409,residential
23538503,residential
23538509,residential
23538515,residential
23538529,residential
23538536,residential
23538543,residential
23538548,residential
23538547,residential
23538563,residential
23538562,residential
23538570,residential
23538569,residential
23538578,rail
23538573,residential
23538595,rail
23538598,residential
23538599,residential
23538601,service
23538605,service
23538344,residential
23538412,residential
23538178,residential
23538612,residential
23538613,service
23538370,residential
23538371,residential
23538335,residential
23538384,residential
23538326,residential
23538423,residential
23538296,residential
23538635,residential
23538386,residential
23538622,residential
23537605,secondary
23538465,residential
23538328,residential
23538306,residential
23538363,service
23538646,residential
23538655,residential
23538666,residential
23538610,service
23538623,residential
23538661,residential
23538645,residential
23538673,tertiary
23538674,residential
23538676,residential
23538677,residential
23538493,residential
23538678,residential
23538679,residential
23538663,residential
23538620,residential
23538603,service
23538611,service
23537974,secondary
23538757,residential
23538422,residential
23538391,residential
23538903,residential
23538318,residential
23538892,residential
23538920,residential
23538668,residential
23538923,residential
23538901,residential
23538928,residential
23538643,residential
23538626,residential
23538933,residential
23538940,residential
23538662,residential
23538640,residential
23538943,residential
23538935,residential
23538456,residential
23538945,residential
23538405,residential
23538905,residential
23538907,residential
23538680,residential
23538931,residential
23538971,residential
23538926,residential
23538941,residential
23538414,residential
23538953,residential
23538927,residential
23538990,residential
23538946,residential
23538957,residential
23538968,residential
23539007,residential
23538992,residential
23538615,service
23538894,residential
23538932,residential
23538986,residential
23539036,residential
23539030,residential
23538181,residential
23539004,residential
23538669,residential
23538984,residential
23538900,residential
23538998,residential
23539029,residential
23538305,tertiary
23539012,residential
23538958,residential
23538991,residential
23539049,residential
23539041,residential
23539067,residential
23538758,residential
23539042,residential
23539069,residential
23539101,residential
23538733,residential
23538614,service
23539047,residential
23539040,residential
23539002,residential
23538969,residential
23539070,residential
23539034,residential
23538435,residential
23539068,residential
23539043,residential
23538672,residential
23539114,residential
23539127,residential
23538325,residential
23539166,residential
23538962,residential
23539064,residential
23539032,residential
23539039,residential
23539006,residential
23539186,residential
23539189,residential
23539056,residential
23539160,residential
23539126,residential
23539191,residential
23539146,residential
23539229,residential
23539061,residential
23538303,residential
23539183,residential
23539169,residential
23539182,residential
23539184,residential
23539209,residential
23539044,residential
23539162,residential
23539250,residential
23539253,residential
23539251,residential
23539231,residential
23539257,residential
23539256,residential
23538107,tertiary
23539001,residential
23539262,residential
23539238,residential
23539194,residential
23539264,residential
23539159,residential
23539243,residential
23539147,residential
23539136,residential
23539255,residential
23539277,residential
23539099,residential
23539285,residential
23539228,residential
23578546,trunk_link
23578543,trunk_link
23539111,residential
23538650,residential
23539112,residential
23539235,secondary
23578549,trunk_link
23539226,service
23578544,trunk_link
23578545,trunk_link
23578575,trunk_link
23538708,residential
23578571,trunk_link
23578552,trunk_link
23539281,residential
23578605,trunk_link
23578623,trunk_link
23539258,residential
23539284,residential
23539259,residential
23578640,trunk_link
23578643,trunk_link
23539236,residential
23539273,residential
23578601,trunk_link
23578603,trunk_link
23539241,residential
23578697,motorway_link
23578652,trunk_link
23539232,residential
23539275,residential
23539266,residential
23539161,residential
23539108,residential
23578578,trunk_link
23578717,motorway
23578637,trunk_link
23578639,trunk_link
23539106,residential
23578574,trunk_link
23539062,tertiary
23578563,trunk_link
23539272,residential
23578735,trunk_link
23578695,motorway_link
23578696,motorway_link
23578705,motorway_link
23578547,trunk_link
23578736,trunk_link
23578808,primary_link
23578800,trunk_link
23578812,primary_link
23578731,secondary
23578755,trunk_link
23578758,trunk_link
23578818,primary_link
23578710,residential
23539102,residential
23578823,secondary
23578759,trunk_link
23578801,primary_link
23578793,primary
23578839,trunk_link
23578754,trunk_link
23578762,trunk_link
23578816,primary_link
23578806,trunk_link
23578602,trunk_link
23578850,trunk_link
23578698,motorway_link
23539289,residential
23578853,trunk_link
23578852,trunk_link
23578654,trunk_link
23578851,trunk_link
23578752,trunk_link
23539237,residential
23578829,trunk_link
23539290,residential
23578648,trunk_link
23578845,trunk
23578834,trunk_link
23578882,trunk_link
23578730,unclassified
23578912,trunk_link
23578867,trunk_link
23578854,trunk_link
23578706,motorway_link
23578864,trunk_link
23579033,primary
23578738,trunk_link
23579007,motorway_link
23579039,primary
23579037,secondary
23538961,secondary
23578863,secondary_link
23578691,motorway_link
23578875,motorway_link
23578837,trunk_link
23578815,trunk_link
23578645,trunk_link
23579013,motorway_link
23579016,motorway_link
23579129,motorway_link
23578866,trunk_link
23579133,motorway_link
23579029,residential
23578983,primary_link
23578835,trunk_link
23578702,motorway_link
23579162,residential
23579034,residential
23578833,trunk_link
23579161,motorway_link
23578917,trunk_link
23579173,motorway_link
23579041,secondary
23578887,trunk_link
23578868,trunk_link
23579157,motorway_link
23579166,trunk
23579131,motorway_link
23579032,tertiary
23579174,motorway_link
23579177,motorway_link
23578955,residential
23579176,motorway_link
23579052,primary
23579189,trunk_link
23579172,motorway_link
23539247,residential
23578972,motorway_link
23579138,motorway_link
23578916,trunk_link
23579175,motorway_link
23579019,primary
23749317,residential
23579195,trunk_link
23579050,primary
23578849,trunk_link
23579040,secondary
23579127,motorway_link
24112909,residential
24112913,residential
24112916,residential
23579198,trunk_link
23579057,primary
23579196,trunk_link
24112924,residential
23749138,service
24112943,residential
23579168,primary
24112945,residential
24112961,residential
24112968,residential
23578709,motorway_link
24112970,residential
24112971,residential
23579132,motorway_link
23579192,residential
24112911,residential
23749318,residential
24112984,residential
23579190,trunk_link
24112941,residential
24112990,residential
24112996,residential
24112930,residential
24112966,residential
24113009,residential
24113007,residential
24113012,residential
24113017,residential
24112980,residential
24112957,residential
24112978,residential
24007155,service
23579126,motorway_link
24112993,residential
24113029,residential
23579167,tertiary
24112936,residential
24113032,residential
24113037,residential
24113034,residential
24113026,residential
24113046,residential
24113051,residential
24113059,residential
24112963,residential
24112950,residential
24113069,residential
24113063,residential
24112999,residential
24113015,residential
24113038,residential
24113089,motorway_link
24112987,residential
24113004,residential
24113048,residential
24113105,residential
24112997,residential
24113065,residential
24113079,motorway_link
24113118,service
24113140,secondary
24113001,residential
23578761,trunk_link
24112932,residential
23966326,primary_link
24113097,service
24113064,residential
24113162,motorway_link
24113095,motorway_link
24113054,residential
24113137,residential
24007505,residential
24113148,service
24113040,residential
23579179,trunk_link
23579044,primary
24113198,residential
24113182,residential
24113183,residential
24113221,cycleway
24113226,residential
24113219,residential
24113135,residential
24113170,residential
24113245,service
24113188,residential
24113252,residential
24113091,motorway_link
24113258,motorway_link
24113275,motorway_link
24113271,service
24113168,residential
24113285,residential
24113294,motorway_link
24113291,motorway_link
24113176,residential
24113180,residential
24113326,service
24113074,motorway_link
23579207,primary_link
24113225,cycleway
24113134,service
24113337,unclassified
24113351,motorway_link
24113150,service
24113363,residential
24113264,motorway_link
24113380,service
24113374,motorway_link
24113386,motorway_link
24113391,trunk_link
24113393,motorway_link
24113200,residential
24113402,service
24113339,tertiary
24113308,residential
24113417,service
24113333,motorway_link
24113248,service
24113421,service
24113357,residential
24113431,motorway_link
24113434,residential
24113437,motorway_link
24113368,residential
24113235,residential
24113446,residential
24113452,service
24113194,service
24113042,residential
24113404,residential
24113450,residential
24113249,motorway_link
24113454,service
24113283,motorway_link
24113398,motorway_link
24113419,residential
24113466,residential
24113407,residential
24113460,service
24113343,motorway_link
24113487,residential
24113464,residential
24113495,residential
24113491,residential
24113493,residential
24113480,trunk_link
24113509,residential
23579160,tertiary
24113517,residential
24113467,residential
24113409,residential
24113203,residential
24113310,service
24113416,service
24113287,motorway_link
24113470,residential
24113553,residential
24113546,residential
24113560,residential
24113539,service
24113067,service
24113561,residential
24113489,residential
24113429,service
24113571,residential
24113444,motorway_link
24113518,residential
24113533,residential
24113523,residential
24113599,service
24113603,motorway_link
24113605,residential
24113607,residential
24113610,trunk_link
24113125,service
24113507,service
24113468,motorway_link
24113623,tertiary_link
24113629,residential
24113626,residential
24113631,residential
24113633,motorway_link
24113462,motorway_link
24113439,residential
24113279,motorway_link
24113657,motorway_link
24113580,residential
24113472,motorway_link
24113642,service
24113596,motorway_link
24113670,motorway_link
24113616,residential
24113582,residential
23749140,service
23579027,secondary
24113694,motorway_link
24113649,residential
24113578,residential
24113568,residential
24113666,service
24113532,unclassified
24113581,motorway_link
24113622,trunk_link
24113696,motorway_link
24113750,residential
24113771,residential
24113483,residential
24113766,motorway_link
24113780,residential
24113646,motorway_link
24113793,residential
24113745,motorway_link
24113803,track
24113805,secondary_link
24113730,motorway_link
24113801,residential
24113197,motorway_link
24113342,trunk_link
24113810,unclassified
24113708,trunk_link
24113812,service
24113485,residential
24113818,service
24113778,secondary
24113784,motorway_link
24113835,residential
24113832,motorway_link
24113864,residential
24113888,residential
24113739,motorway_link
24113900,service
24113687,trunk
24113895,service
24113590,service
24113906,road
24113815,tertiary
24113749,motorway_link
24113927,residential
24113934,service
24113931,residential
24113302,motorway_link
24113951,service
24113969,service
24113961,motorway_link
24113758,motorway_link
24113627,residential
24113978,residential
24113829,residential
24113973,residential
24113979,service
24113986,residential
24113776,motorway_link
24113551,motorway_link
24113990,residential
24113191,service
24114001,motorway_link
24113901,service
24114017,motorway_link
24114011,motorway_link
24114036,residential
24113905,service
24113587,motorway_link
24113922,motorway_link
24113614,trunk_link
24113981,residential
24113984,service
24113826,residential
24113673,residential
24113713,residential
24113841,residential
24114064,residential
24114067,residential
24114041,residential
24113886,motorway_link
24114086,residential
24114090,residential
24114076,motorway_link
24113675,trunk_link
24113544,motorway_link
24114094,motorway_link
24113722,motorway_link
24113942,residential
24114032,service
24114106,service
24114107,service
24114160,residential
24114162,residential
24114167,residential
24114172,motorway_link
24114177,motorway_link
24114183,motorway_link
24114187,motorway_link
24114188,residential
24114190,residential
24113988,residential
24114078,residential
24114193,residential
24113862,residential
24113734,motorway_link
24114195,service
24113808,residential
24113924,residential
24114002,motorway_link
24113914,service
24114038,residential
24114135,motorway_link
24113768,service
24114223,trunk_link
24114046,service
24114141,motorway_link
24114053,primary
24114244,motorway_link
24114048,unclassified
24114149,residential
24114280,service
24114023,motorway_link
24114123,motorway_link
24114225,trunk
24114293,service
24114305,residential
24113821,motorway_link
24114301,motorway_link
23579130,residential
24114312,residential
24114061,motorway_link
24114316,residential
24114210,residential
24114212,residential
24114320,motorway_link
24114344,motorway_link
24114296,service
24114368,tertiary
24114228,residential
24114356,motorway_link
24114288,motorway_link
24114308,residential
24114372,motorway_link
24114157,motorway_link
24114387,residential
24114058,motorway_link
24114394,service
24114247,service
24114084,motorway_link
24114376,motorway_link
24114397,service
24114340,motorway_link
24114404,residential
24114413,residential
24114416,residential
24114253,service
24114359,tertiary_link
24114437,residential
24114438,residential
24114335,motorway_link
24114146,residential
24114440,residential
24114027,motorway_link
24114324,residential
24114452,residential
24114446,motorway_link
24114309,residential
24114392,residential
24114389,residential
24114272,service
24114399,service
24114465,secondary_link
24114487,residential
24114481,motorway_link
24114489,residential
24114421,residential
24114119,motorway_link
24114501,service
24114503,residential
24114518,service
24114520,service
24114434,service
24114526,residential
24114370,service
24114535,residential
24114101,motorway_link
24114537,residential
24114151,residential
24114454,residential
24114459,residential
24114385,motorway_link
24114467,residential
24114395,residential
24114352,residential
24114575,service
24114583,residential
24114586,residential
24114571,service
24114588,residential
24114590,residential
24114505,residential
24114606,motorway_link
24114618,residential
24114201,service
24114629,service
24114428,service
24114636,residential
23966639,residential
24114644,motorway_link
24114641,trunk_link
24114650,residential
24114656,residential
24114546,motorway_link
24114553,motorway_link
24114457,service
24114450,motorway_link
24114198,motorway_link
24114693,service
24114680,motorway_link
24114485,trunk_link
24114703,motorway_link
24114216,service
24114699,motorway_link
24114710,motorway_link
24114598,motorway_link
24114718,motorway_link
24114726,residential
24114729,trunk
24114573,service
24114262,residential
24114617,residential
24114764,motorway_link
24114769,residential
24114654,motorway_link
24114448,motorway_link
24114779,motorway_link
24114781,service
24114790,service
24114796,residential
24114809,residential
24114687,motorway_link
24114542,motorway_link
24114811,residential
24114419,service
24113949,tertiary
24114822,service
24114674,motorway_link
24114830,service
24114827,service
24114837,motorway_link
24114559,service
24114721,motorway_link
24114732,residential
24114851,residential
24114736,service
24114843,motorway_link
24114854,residential
24114860,motorway_link
24114866,residential
24114523,residential
24114765,residential
24114864,trunk_link
24114772,residential
24114207,motorway_link
24114665,residential
24114893,residential
24114531,motorway_link
24114890,residential
24114873,service
24114784,motorway_link
24114600,residential
24114847,motorway_link
24114910,residential
24114919,residential
24114878,motorway_link
24114499,motorway_link
24114734,residential
24114330,motorway_link
24114739,service
24114794,service
24114946,residential
24114818,service
24114857,residential
24114924,residential
24114955,residential
24114551,motorway_link
24114931,motorway_link
24114914,residential
24114516,service
24114647,motorway_link
24114928,residential
24114965,motorway_link
24114945,service
24114971,trunk_link
24114713,residential
24114957,residential
24114958,residential
24114943,residential
24114815,motorway_link
24114907,residential
24114898,residential
24114669,motorway_link
24114987,motorway_link
24114977,service
24114895,service
24115021,residential
24114973,secondary
24115012,motorway_link
24114901,motorway_link
24114967,residential
24114803,residential
24115042,residential
24114566,service
24115049,service
24114999,residential
24114905,service
24114992,residential
24114932,motorway_link
24114903,service
24114909,residential
24114979,residential
24115114,residential
24115019,residential
24114935,motorway_link
24115130,residential
24115119,service
24115023,service
24114937,primary
24115134,residential
24115137,residential
24115144,residential
24115046,residential
24115142,motorway_link
24114883,residential
24115178,service
24115185,motorway_link
24114952,motorway_link
24114982,motorway_link
24114978,residential
24115166,residential
24115194,motorway_link
24115206,residential
24115095,residential
24115091,motorway_link
24115104,motorway_link
24115215,residential
24115221,service
24115217,motorway_link
24115010,motorway_link
24114981,motorway_link
24115154,motorway_link
24115189,motorway_link
24115237,service
24115054,motorway_link
24115031,motorway_link
24115076,service
24115174,residential
24115204,motorway_link
24115253,motorway_link
24115111,trunk_link
24115016,trunk_link
24114472,motorway_link
24115214,residential
24115200,motorway_link
24115292,residential
24115285,residential
24115247,motorway_link
24115295,residential
24115297,residential
24115245,motorway_link
24115303,motorway_link
24115205,rail
24115317,residential
24115321,residential
24115257,motorway_link
24115084,residential
24115098,service
24115079,secondary
24115096,motorway_link
24115004,service
24115262,residential
24115342,residential
24115345,residential
24115229,service
24115370,service
24115382,residential
24115289,residential
24115147,motorway_link
24114479,service
24115366,primary_link
24115082,motorway_link
24114983,residential
24115387,motorway_link
24114962,motorway_link
24115353,primary_link
24115326,residential
24115368,service
24115431,service
24115275,service
24115233,residential
24115287,residential
24115406,primary
24115239,motorway_link
24115455,trunk_link
24115460,trunk_link
24115414,residential
24115393,motorway_link
24115448,service
24115211,residential
24115466,service
24115476,residential
24115472,motorway_link
24115492,service
24115264,residential
24115125,primary_link
24115487,residential
24115484,motorway_link
24115308,motorway_link
24115156,residential
24115503,residential
24115509,residential
24115498,motorway_link
24115519,service
24115517,service
24115403,primary_link
24115435,service
24115360,primary_link
24115529,residential
24115312,motorway_link
24115526,residential
24115549,service
24115468,residential
24115536,motorway_link
24115243,service
24115464,motorway_link
24115556,residential
24115545,motorway_link
24115268,service
24115571,service
24115568,residential
24115490,footway
24115577,residential
24115501,motorway_link
24115357,primary_link
24115594,service
24115590,service
24115608,residential
24115512,residential
24115451,trunk_link
24115538,residential
24115413,motorway_link
24115628,residential
24115640,residential
24115479,motorway_link
24115551,service
24115592,tertiary
24115333,motorway_link
24115653,residential
24115502,residential
24115663,residential
24115645,service
24115647,residential
24115666,residential
24115676,rail
24115582,tertiary
24115418,motorway_link
24115688,road
24115379,motorway_link
24115703,residential
24115696,road
24115680,service
24115726,residential
24115714,residential
24115727,residential
24115562,residential
24115731,service
24115480,residential
24115748,residential
24115746,service
24115750,residential
24115754,service
24115683,motorway_link
24115768,residential
24115773,residential
24115339,motorway_link
24115728,secondary_link
24115612,residential
24115776,residential
24115597,service
24115625,residential
24115606,motorway_link
24115600,service
24115809,tertiary_link
24115743,residential
24115792,service
24115752,residential
24115635,motorway_link
24115651,service
24115825,motorway_link
24115416,motorway_link
24115840,service
24115558,residential
24115845,motorway_link
24115851,service
24115849,service
24115441,service
24115854,trunk_link
24115871,service
24115862,motorway_link
24115398,motorway_link
24115873,residential
24115876,residential
24115271,service
24115877,motorway_link
24115879,residential
24115883,motorway_link
24115786,residential
24115279,motorway_link
24115788,service
24115902,residential
24115911,residential
24115918,residential
24115914,residential
24115922,service
24115920,service
24115940,service
24115943,service
24115945,service
24115935,motorway_link
24115954,residential
24115949,service
24115959,service
24115961,service
24115957,service
24115966,residential
24115968,residential
24115965,motorway_link
24115970,residential
24115973,residential
24115975,residential
24115741,motorway_link
24115984,motorway_link
24115574,motorway_link
24116006,motorway_link
24115998,motorway_link
24115621,motorway_link
24116010,service
24115815,motorway_link
24115817,residential
24116023,tertiary
24116033,motorway_link
24115671,service
24116044,motorway_link
24116050,unclassified
24116061,residential
24115836,service
24116063,residential
24116052,motorway_link
24116066,residential
24116068,residential
24115842,residential
24115875,motorway_link
24116088,motorway_link
24116111,residential
24116121,motorway_link
24116117,residential
24115896,motorway_link
24116123,residential
24116127,residential
24116129,service
24116135,motorway_link
24116136,trunk_link
24116138,trunk_link
24116140,trunk_link
24115427,motorway_link
24115807,residential
24116143,service
24115977,residential
24115737,motorway_link
24115820,residential
24116152,residential
24115757,residential
24116027,motorway_link
