,BLOCK,LOT,CD,CT2010,CB2010,ZipCode,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,LotType,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,Tract2010,XCoord,YCoord,SHAPE_Leng,SHAPE_Area
13036,1883,18,109,199,5000,10025,3,10092,44780,2040,42740,0,0,0,0,0,2040,1,6,40,40,100,100.92,100,85,5,273150,925200,166622,564373,1903,0,0,4.44,6.02,0,6.5,1,199,994098,232312,409.2902042,10460.81857
13037,1883,22,109,199,5000,10025,3,6308,26310,0,26310,0,0,0,0,0,0,1,6,35,35,62.5,100.92,63,86,5,630000,2114100,0,0,1925,0,0,4.17,6.02,0,6.5,1,199,994169,232273,336.4499756,6624.506257
13038,1883,30,109,199,5000,10025,3,3808,26000,0,26000,0,0,0,0,0,0,1,6,24,24,115.4,150,51,85,3,180000,1403100,180000,1194060,1915,1985,0,6.83,6.02,0,6.5,1,199,994361,232212,298.1559928,5140.665406
13039,1883,40,109,199,5000,10025,3,5046,32508,0,32508,0,0,0,0,0,0,1,8,31,31,50,100.92,50,83,5,156150,483750,0,0,1910,0,0,6.44,6.02,0,6.5,1,199,994257,232343,306.5202595,5170.961991
13040,1883,42,109,199,5000,10025,3,5046,20784,0,20784,0,0,0,0,0,0,1,6,46,46,50,100.92,50,83,5,360000,1200150,360000,1200150,1931,0,0,4.12,6.02,0,6.5,1,199,994214,232367,305.1003943,5097.773253
13041,1883,48,109,199,5000,10025,2,5046,21180,0,21180,0,0,0,0,0,0,1,6,24,24,50,100.92,50,87,5,180000,767250,142200,606128,1907,0,0,4.2,6.02,0,6.5,1,199,994083,232440,308.2200485,5258.61145
13042,1883,57,109,199,5000,10025,3,5046,21573,0,21573,0,0,0,0,0,0,1,6,24,24,50,100.92,50,83,5,196200,792000,174618,704880,1920,0,0,4.28,6.02,0,6.5,1,199,993887,232549,307.22009,5207.054078
13043,1884,1,109,199,4000,10025,5,10092,59018,59018,0,47489,5529,0,0,0,6000,1,7,0,6,100.92,100,101,95,3,720000,5680800,604800,4771872,1900,0,0,5.85,6.02,0,6.5,1,199,993870,232737,409.1661506,10454.96584
13044,1884,11,109,199,4000,10025,3,10100,75569,1301,74268,0,0,0,0,0,1301,1,8,41,41,100,100.92,100,85,5,351450,1429200,319820,1300573,1912,0,0,7.48,6.02,0,6.5,1,199,994071,232626,411.8097217,10594.04627
13045,1884,15,109,199,4000,10025,3,7569,54567,0,54567,0,0,0,0,0,0,1,8,49,49,75,100.92,75,85,5,360000,1794600,320400,1597194,1925,0,0,7.21,6.02,0,6.5,1,199,994148,232583,360.3902308,7861.565052
13046,1884,21,109,199,4000,10025,3,6661,28374,0,28374,0,0,0,0,0,0,1,6,24,24,66,100.92,66,92,5,270000,954450,221400,782649,1925,1987,0,4.26,6.02,0,6.5,1,199,994275,232513,340.3000784,6831.818351
13047,1884,39,109,199,4000,10025,3,5458,22914,0,22914,0,0,0,0,0,0,1,6,24,24,54.08,100.92,54,85,5,176850,825750,155628,726660,1910,1987,0,4.2,6.02,0,6.5,1,199,994460,232528,314.6373171,5683.260076
13048,1884,46,109,199,4000,10025,3,5659,31851,0,31851,0,0,0,0,0,0,1,8,24,24,50,113.17,50,99,5,175500,845550,135135,651074,1910,0,0,5.63,6.02,0,6.5,1,199,994251,232643,309.3594232,5039.770061
13049,1884,48,109,199,4000,10025,3,7575,56780,0,56780,0,0,0,0,0,0,1,8,48,48,75,100.92,75,81,5,495000,1427850,465300,1342179,1919,0,0,7.5,6.02,0,6.5,1,199,994198,232673,352.1534722,7579.88488
13050,1884,51,109,199,4000,10025,2,1892,5710,0,5710,0,0,0,0,0,0,1,4,10,10,18.75,100.92,19,67,5,45858,163663,42190,150571,1920,0,0,3.02,6.02,0,6.5,1,199,994157,232696,239.527579,1886.086258
13051,1884,52,109,199,4000,10025,4,1892,7040,1430,5610,0,1430,0,0,0,0,1,4,8,9,18.75,100.92,19,67,5,57709,163663,55401,157117,1920,0,0,3.72,6.02,0,6.5,1,199,994124,232714,236.1527066,1715.43938
13052,1884,53,109,199,4000,10025,2,1892,5710,0,5710,0,0,0,0,0,0,1,4,8,8,18.75,100.92,19,74,5,38317,116595,0,0,1920,0,0,3.02,6.02,0,6.5,1,199,994108,232723,240.3994445,1930.162639
13053,1884,57,109,199,4000,10025,2,1917,5625,0,5625,0,0,0,0,0,0,1,5,9,9,19,100.92,19,67,5,68782,210408,68782,210408,1920,0,0,2.93,6.02,0,6.5,1,199,994014,232775,239.8219181,1900.958592
13054,1884,151,109,199,4000,10025,2,1892,5610,0,5610,0,0,0,0,0,0,1,4,9,9,18.75,100.92,19,67,5,50161,163663,50161,163663,1920,0,0,2.97,6.02,0,6.5,1,199,994140,232705,242.4603617,2034.33496
13055,1884,156,109,199,4000,10025,2,1817,5250,0,5250,0,0,0,0,0,0,1,4,12,12,18,100.92,18,67,5,90000,250650,90000,250650,1920,0,0,2.89,6.02,0,6.5,1,199,994030,232766,240.9315546,1957.063459
13056,1885,7,109,199,3000,10025,3,10092,42265,0,42265,0,0,0,0,0,0,1,6,90,90,100,100.92,100,87,5,585000,2146050,585000,2146050,1910,1977,0,4.19,6.02,0,6.5,1,199,994111,232904,404.363993,10219.37178
13057,1885,15,109,199,3000,10025,3,5046,27509,0,27509,0,0,0,0,0,0,1,8,32,32,50,100.92,50,88,5,315000,1305900,296100,1227546,1915,1986,0,5.45,6.02,0,6.5,1,199,994265,232819,304.8031925,5191.492938
13058,1885,17,109,199,3000,10025,2,2018,6690,0,6690,0,0,0,0,0,0,1,4,14,14,20,100.92,20,74,5,112500,341100,112500,341100,1915,0,0,3.32,6.02,0,6.5,1,199,994295,232802,238.8549049,1861.025487
13059,1885,18,109,199,3000,10025,2,2018,6810,0,6810,0,0,0,0,0,0,1,4,3,3,20,100.92,20,55,5,46743,94046,0,0,1915,2008,0,3.37,6.02,0,6.5,1,199,994312,232793,242.0567328,2022.706458
13060,1885,21,109,199,3000,10025,3,7500,48222,0,48222,0,0,0,0,0,0,1,8,45,45,75,100.75,75,82,5,495000,3090600,0,0,1919,1987,0,6.43,6.02,0,6.5,1,199,994406,232740,350.3609035,7496.186506
13061,1885,24,109,199,3000,10025,3,7556,42360,0,42360,0,0,0,0,0,0,1,8,42,42,75,100.75,75,82,5,495000,1526400,430650,1327968,1910,1988,0,5.61,6.02,0,6.5,1,199,994472,232704,353.8004243,7669.617846
13062,1885,27,109,199,3000,10025,3,5038,27184,0,27184,0,0,0,0,0,0,1,8,33,33,50,100.75,50,84,5,265500,1315800,252225,1250011,1910,1988,0,5.4,6.02,0,6.5,1,199,994528,232673,304.0239095,5159.589456
13063,1885,29,109,199,3000,10025,4,5092,89365,2840,86525,0,2000,0,0,0,840,1,20,96,98,50.92,100.92,50,90,3,315000,3206700,0,0,1932,1990,0,17.55,6.02,0,6.5,1,199,994581,232614,298.0817438,4904.084865
13064,1885,46,109,199,3000,10025,2,2523,8040,0,8040,0,0,0,0,0,0,1,4,10,10,25,100.92,25,68,5,73576,272470,68426,253397,1920,1988,0,3.19,6.02,0,6.5,1,199,994391,232867,260.9454272,2662.502781
13065,1885,47,109,199,3000,10025,2,2523,9165,0,9165,0,0,0,0,0,0,1,5,15,15,25,100.92,25,68,5,225000,678150,0,0,1920,1987,0,3.63,6.02,0,6.5,1,199,994370,232879,255.5376123,2378.185081
13066,1885,49,109,199,3000,10025,2,2018,5800,0,5800,0,0,0,0,0,0,1,4,8,8,20,100.92,20,68,5,53961,163663,0,0,1905,0,0,2.87,6.02,0,6.5,1,199,994313,232910,252.70433,2229.215245
13067,1885,53,109,199,3000,10025,2,1892,5469,0,5469,0,0,0,0,0,0,1,4,11,11,18.75,100.92,20,66,5,135000,279000,135000,279000,1900,1987,0,2.89,6.02,0,6.5,1,199,994227,232957,244.2254212,1783.442334
13068,1885,55,109,199,3000,10025,2,2018,6030,0,6030,0,0,0,0,0,0,1,5,8,8,20,100.92,20,66,5,44646,135592,44646,135592,1900,0,0,2.99,6.02,0,6.5,1,199,994192,232977,248.3090546,1997.93949
13069,1885,57,109,199,3000,10025,2,1892,5544,0,5544,0,0,0,0,0,0,1,5,6,6,1,100.92,19,64,5,57282,174380,57282,174380,1900,1988,0,2.93,6.02,0,6.5,1,199,994142,233005,247.7438887,1968.421921
13070,1885,58,109,199,3000,10025,2,2018,6033,0,6033,0,0,0,0,0,0,1,5,10,10,20,100.92,20,66,5,49025,195533,49025,195533,1900,0,0,2.99,6.02,0,6.5,1,199,994125,233014,249.9049248,2082.040779
13071,1885,148,109,199,3000,10025,2,2018,5620,0,5620,0,0,0,0,0,0,1,4,9,9,20,100.92,20,64,5,35674,173507,32463,157891,1900,1988,0,2.78,6.02,0,6.5,1,199,994331,232900,252.0048467,2192.444791
13072,1885,156,109,199,3000,10025,2,1892,5455,0,5455,0,0,0,0,0,0,1,5,5,5,18.75,100.92,20,64,5,85982,140272,0,0,1900,0,0,2.88,6.02,0,6.5,1,199,994158,232996,246.3043644,1892.725495
13073,1887,15,107,183,1009,10025,2,2517,21900,1250,20650,0,1250,0,0,0,0,1,5,9,11,25.17,100,25,100,3,94950,1210950,0,0,1910,1989,0,8.7,10,0,10,1,183,991615,229105,263.5394858,2881.656518
13074,1887,16,107,183,1009,10025,3,5100,21900,0,21900,0,0,0,0,0,0,1,6,37,37,51,100,51,85,5,405000,1329750,51356,51356,1929,0,0,4.29,10,0,10,1,183,991634,229141,313.308385,5465.711407
13075,1887,19,107,183,1009,10025,3,5000,48000,0,48000,0,0,0,0,0,0,1,12,35,35,50,100,50,80,5,585000,1642050,32900,32900,1920,1988,0,9.6,10,0,10,1,183,991659,229186,312.0714554,5393.328999
13076,1887,31,107,183,1009,10025,5,7569,0,0,0,0,0,0,0,0,0,1,6,0,1,75,100.92,75,78,5,1179000,4118751,0,0,1920,1988,0,0,6.02,0,6.5,1,183,991493,229339,358.1230915,7882.665185
13077,1887,47,107,183,1000,10025,2,2523,8470,0,8470,0,0,0,0,0,0,1,5,13,13,25,100.92,25,85,5,90000,497250,0,0,1910,0,0,3.36,4,0,4,1,183,991656,229428,259.1777525,2503.280628
13078,1887,48,107,183,1000,10025,3,5046,26834,500,26334,0,0,0,0,0,500,1,7,108,108,50,100.92,50,90,5,315000,1797300,315000,1797300,1917,1989,0,5.32,4,0,4,1,183,991688,229410,312.0240649,5303.20484
13079,1887,58,107,183,1000,10025,3,7564,69590,0,69590,0,0,0,0,0,0,1,12,59,59,75.67,100,75,90,3,517500,3406950,0,0,1920,1987,0,9.2,6.02,0,6.5,1,183,991815,229475,379.2136867,8779.806009
13080,1887,59,107,183,1000,10025,1,1917,4432,0,4432,0,0,0,0,0,0,1,3,2,2,19,100.92,19,52,5,38718,88128,1610,1610,1899,0,0,2.31,4,0,4,1,183,991753,229495,245.0774979,1905.007668
13081,1887,60,107,183,1000,10025,1,1917,4432,0,4432,0,0,0,0,0,0,1,3,2,2,19,100.92,19,52,5,45912,87091,0,0,1899,0,0,2.31,4,0,4,1,183,991720,229513,246.5352454,1980.99543
13082,1887,65,107,183,1000,10025,3,10908,141460,0,141460,0,0,0,0,0,0,1,12,52,52,101.33,108.5,101,99,3,1305000,7133850,33073,33073,1912,1989,0,12.97,6.02,0,6.5,1,183,991582,229589,431.6200907,11423.72429
13083,1887,159,107,183,1000,10025,1,1917,4592,0,4592,0,0,0,0,0,0,1,3,2,2,19,100.92,19,52,5,42983,91584,1610,1610,1899,0,0,2.4,4,0,4,1,183,991737,229504,246.4238083,1975.190402
13084,1887,161,107,183,1000,10025,2,1817,4224,0,4224,0,0,0,0,0,0,1,3,7,7,18,100.92,18,68,5,131588,304014,0,0,1910,1985,0,2.32,4,0,4,1,183,991689,229530,244.0929777,1853.683047
13085,1888,1,107,187,2001,10025,3,10176,87941,0,87941,0,0,0,0,0,0,1,10,66,66,106.08,96.92,104,111,3,468000,2209950,0,0,1915,0,0,8.64,6.02,0,6.5,1,187,991635,229742,448.4819628,12218.94741
13086,1888,7,107,187,2001,10025,3,7575,58300,0,58300,0,0,0,0,0,0,1,8,42,42,75,100.92,86,75,5,270000,1204200,0,0,1920,0,0,7.7,4,0,4,1,187,991718,229693,365.4674905,8110.926974
13087,1888,10,107,187,2001,10025,3,22657,110740,0,110740,0,0,0,0,0,0,2,7,88,88,120,100.92,100,87.92,5,1170000,5042700,127090,127090,1930,1981,0,4.89,4,0,4,1,187,991822,229693,673.0007117,23790.02937
13088,1888,15,107,187,2001,10025,3,7280,91615,0,91615,0,0,0,0,0,0,1,16,80,80,91,80,80,80,3,390150,4947750,0,0,1927,1987,0,12.58,6.02,0,6.5,1,187,991889,229592,364.6514461,8291.174052
13089,1888,36,107,187,2001,10025,3,12402,82938,0,82938,0,0,0,0,0,0,1,11,64,64,106.83,116.92,100,97,3,720000,2906550,18800,18800,1912,0,0,6.69,6.02,0,6.5,1,187,991648,229857,410.3446782,10198.94096
13090,1888,59,107,187,2000,10025,3,7575,47851,0,47851,0,0,0,0,0,0,1,8,33,33,75,100.92,75,86,5,341100,1309050,32900,32900,1920,1981,0,6.32,4,0,4,1,187,991843,229922,361.1781736,7886.143848
13091,1889,1,107,187,1005,10025,3,16370,211041,0,211041,0,0,0,0,0,0,1,15,125,125,102.58,171.67,100,156,3,1035000,10894950,0,0,1940,0,0,12.89,6.02,0,6.5,1,187,991821,230235,545.8615901,17469.9601
13092,1889,8,107,187,1005,10025,2,2018,6942,0,6942,0,0,0,0,0,0,1,5,15,15,20,100.92,20,76,5,56250,205200,0,0,1910,1958,0,3.44,4,0,4,1,187,991904,230191,248.8999765,2093.167504
13093,1889,10,107,187,1005,10025,2,2018,6728,0,6728,0,0,0,0,0,0,1,5,4,5,20,100.92,20,72,5,138474,212807,11084,11084,1910,1988,0,3.33,4,0,4,1,187,991939,230171,249.0889888,2103.043877
13094,1889,13,107,187,1005,10025,2,1817,6022,0,6022,0,0,0,0,0,0,1,5,7,7,18,100.92,18,76,5,113048,260646,0,0,1923,0,0,3.31,4,0,4,1,187,992007,230134,246.3504675,1960.078824
13095,1889,14,107,187,1005,10025,2,1817,6205,0,6205,0,0,0,0,0,0,1,5,6,6,18,100.92,18,72,5,131591,304014,0,0,1910,1956,0,3.41,4,0,4,1,187,992038,230116,244.8008392,1879.194781
13096,1889,22,107,187,1005,10025,3,9700,55665,0,55665,0,0,0,0,0,0,1,7,43,43,97,100,97,94,3,405000,1534050,0,0,1925,0,0,5.74,6.02,0,6.5,1,187,992193,230153,413.7792917,10700.46002
13097,1889,32,107,187,1005,10025,2,2220,7500,0,7500,0,0,0,0,0,0,1,4,10,10,22,100.92,22,61,5,338269,784170,0,0,1905,2004,0,3.38,4,0,4,1,187,991975,230272,257.2364069,2361.014915
13098,1889,40,107,187,1000,10025,3,7436,106763,0,106763,0,0,0,0,0,0,1,15,58,58,52.17,142.83,52,132,3,308250,3911400,0,0,1924,0,0,14.36,6.02,0,6.5,1,187,991972,230424,408.9592446,7852.7973
13099,1889,43,107,187,1000,10025,2,2559,9619,0,9619,0,0,0,0,0,0,1,4,15,15,26.5,96.58,26,85,5,81000,519750,10090,10090,1915,0,0,3.76,6.02,0,6.5,1,187,991997,230482,271.0926062,2947.256354
13100,1889,50,107,187,1000,10025,2,2018,4480,0,4480,0,0,0,0,0,0,1,3,3,3,20,100.92,20,50,5,38850,88992,5750,5750,1905,0,0,2.22,4,0,4,1,187,992131,230364,249.7398279,2103.350716
13101,1889,51,107,187,1000,10025,1,2018,4371,0,4371,0,0,0,0,0,0,1,3.5,2,2,20,100.92,20,50,5,52798,87264,1610,1610,1910,0,0,2.17,4,0,4,1,187,992148,230354,249.5322834,2092.461781
13102,1889,61,107,187,1000,10025,3,3819,26997,0,26997,0,0,0,0,0,0,1,8,24,24,50.92,75,51,69,3,315000,1048950,32900,32900,1910,1985,0,7.07,6.02,0,6.5,1,187,992340,230395,276.2817286,4599.889754
13103,1889,62,107,187,1000,10025,2,1273,3792,0,3792,0,0,0,0,0,0,1,4,4,4,25,50.92,25,38,5,50458,122526,2350,2350,1910,0,0,2.98,6.02,0,6.5,1,187,992292,230422,166.1075656,1515.01455
13104,1889,63,107,187,1000,10025,3,2523,9850,0,9850,0,0,0,0,0,0,1,5,15,15,25,100.92,25,89,5,74700,524700,0,0,1925,1987,0,3.9,4,0,4,1,187,992258,230413,259.2142557,2596.528435
13105,1889,68,107,187,1000,10025,2,1917,4097,0,4097,0,0,0,0,0,0,1,3,4,4,19,100.92,19,63,5,151736,243194,0,0,1925,0,0,2.14,4,0,4,1,187,992169,230462,246.3486803,1922.098094
13106,1889,69,107,187,1000,10025,2,2018,6395,0,6395,0,0,0,0,0,0,1,5,8,8,20,100.92,20,73,5,136418,316115,0,0,1910,1986,0,3.17,4,0,4,1,187,992152,230472,250.5514346,2142.403449
13107,1889,70,107,187,1000,10025,1,2018,6400,0,6400,0,0,0,0,0,0,1,5,1,1,20,100.92,20,56,5,62725,153676,0,0,1910,2007,2007,3.17,4,0,4,1,187,992116,230492,249.6815508,2096.815527
13108,1889,76,107,187,1000,10025,3,2890,11168,0,11168,0,0,0,0,0,0,1,5,19,19,25.58,113,26,99,5,90000,756000,0,0,1915,0,0,3.86,6.02,0,6.5,1,187,992018,230500,275.4930558,2679.0118
13109,1889,113,107,187,1005,10025,2,1817,5220,0,5220,0,0,0,0,0,0,1,5,3,3,18,100.92,18,58.5,5,43733,78796,1610,1610,1900,0,0,2.87,4,0,4,1,187,992023,230125,243.7401174,1823.826087
13110,1889,169,107,187,1000,10025,2,2018,6340,0,6340,0,0,0,0,0,0,1,5,3,3,20,100.92,20,73,5,57428,120268,0,0,1910,1988,0,3.14,4,0,4,1,187,992134,230482,252.2513791,2231.517439
13111,1890,1,107,191,2001,10025,3,14632,190890,0,190890,0,0,0,0,0,0,2,14,114,114,100.92,145,102,130,3,765000,7370550,118852,118852,1923,1973,0,13.05,6.02,0,6.5,1,191,992143,230653,515.0018518,16146.42148
13112,1890,11,107,191,2001,10025,1,2018,4008,0,4008,0,0,0,0,0,0,1,3,1,1,20,100.92,20,57,5,142281,273352,0,0,1915,2007,2007,1.99,4,0,4,1,191,992300,230566,254.6157909,2084.561749
13113,1890,15,107,191,2001,10025,3,12110,143604,0,143604,0,0,0,0,0,0,1,15,77,77,100.92,120,90.92,120,3,675000,5257350,0,0,1925,0,0,11.86,6.02,0,6.5,1,191,992382,230521,470.1221684,13722.74264
13114,1890,28,107,191,2001,10025,3,7585,63550,0,63550,0,0,0,0,0,0,1,13,73,73,75.17,100.92,75,90,5,450000,3363750,65800,65800,1964,0,0,8.38,4,0,4,1,191,992329,230672,359.8256302,7831.175123
13115,1890,33,107,191,2001,10025,1,1716,3740,0,3740,0,0,0,0,0,0,1,4,1,1,17,100.92,17,55,5,38972,213300,0,0,1920,2009,0,2.18,4,0,4,1,191,992274,230702,247.6825559,1881.360463
13116,1890,34,107,191,2001,10025,2,2523,7250,0,7250,0,0,0,0,0,0,1,3,10,10,25,100.92,25,58,5,130034,299890,9400,9400,1925,0,0,2.87,4,0,4,1,191,992254,230713,267.0825551,2910.634919
13117,1890,36,107,191,2001,10025,3,12625,126785,0,126785,0,0,0,0,0,0,1,12,63,63,100.92,125,100,113,3,585000,4644900,0,0,1911,1974,0,10.04,6.02,0,6.5,1,191,992186,230751,471.4085399,13751.274
13118,1890,45,107,191,2000,10025,2,2018,4793,0,4793,0,0,0,0,0,0,1,4,9,9,20,100.92,20,69,5,150330,313723,0,0,1920,0,0,2.38,4,0,4,1,191,992324,230854,252.0817024,2192.393662
13119,1890,46,107,191,2000,10025,2,2018,5375,0,5375,0,0,0,0,0,0,1,4,9,9,20,100.92,20,63,5,107502,249269,11750,11750,1920,0,0,2.66,4,0,4,1,191,992342,230844,250.0615254,2086.124137
13120,1890,61,107,191,2000,10025,3,10000,119228,0,119228,0,0,0,0,0,0,1,12,47,47,100.92,100,100,90,3,540000,4473000,80016,80016,1916,1988,0,11.92,6.02,0,6.5,1,191,992569,230840,427.3655033,11414.80184
13121,1890,63,107,191,2000,10025,2,2018,5350,0,5350,0,0,0,0,0,0,1,4,9,9,20,100.92,20,75,5,92188,212784,0,0,1915,1986,0,2.65,4,0,4,1,191,992515,230870,252.4707788,2025.981206
13122,1890,64,107,191,2000,10025,3,6060,51414,0,51414,0,0,0,0,0,0,1,9,36,36,60,100.92,60,84,5,307350,1395000,0,0,1927,1988,0,8.48,4,0,4,1,191,992480,230890,335.6617865,6491.919938
13123,1890,69,107,191,2000,10025,2,2018,5222,0,5222,0,0,0,0,0,0,1,4,8,8,20,100.92,20,75,5,135682,334384,0,0,1920,0,0,2.59,4,0,4,1,191,992410,230928,253.5025668,2081.496041
13124,1890,72,107,191,2000,10025,2,2018,5046,0,5046,0,0,0,0,0,0,1,4,8,8,20,100.92,20,75,5,118653,273566,0,0,1920,1987,0,2.5,4,0,4,1,191,992358,230957,253.7260463,2093.585368
13125,1890,151,107,191,2000,10025,2,2018,4960,0,4960,0,0,0,0,0,0,1,3,8,8,20,100.92,20,74,5,148496,342702,2350,2350,1920,1983,0,2.46,4,0,4,1,191,992446,230787,250.3453753,2101.088743
13126,1891,1,107,191,1004,10025,3,14201,165372,0,165372,0,0,0,0,0,0,1,15,123,123,121.83,120,120,114,3,1035000,8924400,170113,170113,1929,1986,0,11.65,6.02,0,6.5,1,191,992391,231128,495.3632272,14964.33578
13127,1891,10,107,191,1004,10025,1,2018,4840,0,4840,0,0,0,0,0,0,1,3,1,1,20,100.92,20,55,5,61076,114552,0,0,1899,2004,0,2.4,4,0,4,1,191,992504,231055,245.8569738,1941.459494
13128,1891,26,107,191,1004,10025,3,10092,118591,0,118591,0,0,0,0,0,0,1,15,94,94,100.92,100,90,100,3,900000,5298750,0,0,1923,0,0,11.75,6.02,0,6.5,1,191,992698,231067,424.3142326,11248.31085
13129,1891,29,107,191,1004,10025,3,1917,6579,0,6579,0,0,0,0,0,0,1,5,14,14,19,100.92,19,73,5,89100,491850,0,0,1923,0,0,3.43,4,0,4,1,191,992592,231126,246.5881513,2003.976406
13130,1891,30,107,191,1004,10025,2,2018,7235,0,7235,0,0,0,0,0,0,1,5,8,8,20,100.92,20,78,5,108548,251131,9720,9720,1910,0,0,3.59,4,0,4,1,191,992558,231144,247.6239638,2057.644134
13131,1891,32,107,191,1004,10025,2,2018,6888,0,6888,0,0,0,0,0,0,1,5,15,15,20,100.92,19,74,5,72450,486000,0,0,1920,1988,0,3.41,4,0,4,1,191,992523,231164,250.5689445,2210.643275
13132,1891,33,107,191,1004,10025,2,2220,8333,0,8333,0,0,0,0,0,0,1,6,8,8,22,100.92,22,73,5,39852,458203,0,0,1923,2009,2009,3.75,4,0,4,1,191,992504,231174,250.4619475,2205.001056
13133,1891,34,107,191,1004,10025,2,2220,7566,0,7566,0,0,0,0,0,0,1,5,11,11,22,100.92,22,73,5,25650,365850,0,0,1920,1988,0,3.41,4,0,4,1,191,992485,231185,252.0756828,2288.810496
13134,1891,44,107,191,1003,10025,2,2292,9045,0,9045,0,0,0,0,0,0,1,5,13,13,22,100.92,22,99,5,47700,223650,0,0,1900,0,0,3.95,4,0,4,1,191,992582,231311,249.0195711,2157.253915
13135,1891,46,107,191,1003,10025,2,2119,7260,0,7260,0,0,0,0,0,0,1,5,15,15,21,100.92,21,77,5,78750,298350,0,0,1900,1987,0,3.43,4,0,4,1,191,992618,231291,250.1720626,2217.023215
13136,1891,52,107,191,1003,10025,2,1817,6207,0,6207,0,0,0,0,0,0,1,5,10,10,18,100.92,18,75,5,87698,202724,0,0,1910,0,0,3.42,6.02,0,6.5,1,191,992741,231223,243.6395393,1878.286358
13137,1891,54,107,191,1003,10025,3,7569,43456,0,43456,0,0,0,0,0,0,1,7,54,54,100.92,75,95,75,3,360000,2487150,0,0,1916,1988,0,5.74,6.02,0,6.5,1,191,992785,231199,371.6004308,8513.573922
13138,1891,55,107,191,1003,10025,3,5000,27566,0,27566,0,0,0,0,0,0,2,7,28,28,50,100,50,91,5,292500,993600,0,0,1925,1987,0,5.51,6.02,0,6.5,1,191,992812,231272,314.6423779,5476.691118
13139,1891,61,107,191,1003,10025,2,2018,6730,0,6730,0,0,0,0,0,0,1,5,10,10,20,100.92,20,77,5,112089,259561,9720,9720,1900,1987,0,3.33,4,0,4,1,191,992724,231353,253.1328109,2050.523879
13140,1891,62,107,191,1003,10025,3,8484,93293,0,93293,0,0,0,0,0,0,1,16,78,78,84,100.92,84,85,5,540000,4752900,166583,166583,1927,1984,0,11,4,0,4,1,191,992679,231378,381.9503963,8976.191247
13141,1891,65,107,191,1003,10025,2,2220,7650,0,7650,0,0,0,0,0,0,1,5,19,19,22,100.92,22,76,5,72900,479700,0,0,1915,1988,0,3.45,4,0,4,1,191,992633,231403,256.1793158,2231.720918
13142,1891,66,107,191,1003,10025,2,2321,7985,0,7985,0,0,0,0,0,0,1,5,12,12,23,100.92,23,74,5,90000,518850,0,0,1915,1987,0,3.44,4,0,4,1,191,992613,231414,264.5278945,2683.247984
13143,1891,67,107,191,1003,10025,1,1886,8550,0,8550,0,0,0,0,0,0,1,5,2,2,30.92,61,30.92,61,3,98076,170208,0,0,1899,0,0,4.53,6.02,0,6.5,1,191,992560,231486,186.9456739,1969.757411
13144,1891,69,107,191,1003,10025,1,2018,8160,0,8160,0,0,0,0,0,0,1,5,1,1,20,100.92,20,84.25,5,100210,146534,1610,1610,1925,0,0,4.04,6.02,0,6.5,1,191,992550,231430,243.951541,2191.578125
13145,1891,70,107,191,1003,10025,3,2500,7960,0,7960,0,0,0,0,0,0,1,6,8,8,25,100,25,68,5,84245,195000,2350,2350,1915,0,0,3.18,6.02,0,6.5,1,191,992538,231409,252.1344327,2579.198118
13146,1891,166,107,191,1003,10025,2,1206,5155,0,5155,0,0,0,0,0,0,1,5,7,7,39,30.92,39,31,5,120767,279952,120767,153273,1900,0,0,4.27,6.02,0,6.5,1,191,992603,231462,140.425523,1223.921795
13147,1892,11,107,195,2002,10025,2,2220,7490,0,7490,0,0,0,0,0,0,1,5,11,11,22,100.92,22,74,5,90000,509400,0,0,1920,0,0,3.37,4,0,4,1,195,992829,231518,256.4695731,2342.279288
13148,1892,16,107,195,2002,10025,3,7500,83805,0,83805,0,0,0,0,0,0,1,12,60,60,75,100,75,84,5,540000,3277800,2350,2350,1916,1984,0,11.17,6.02,0,6.5,1,195,992950,231524,356.4348028,7732.505812
13149,1892,19,107,195,2002,10025,4,5092,31480,3000,28480,0,3000,0,0,0,0,1,7,26,27,50.92,100,51,96,3,180000,792900,0,0,1925,1984,0,6.18,6.02,0,6.5,1,195,992982,231582,318.669129,5777.661172
13150,1892,23,107,195,2002,10025,2,1917,7476,0,7476,0,0,0,0,0,0,1,5,10,10,19,100.92,19,85,5,104448,241339,0,0,1900,0,0,3.9,4,0,4,1,195,992866,231617,243.0373181,1850.572424
13151,1892,25,107,195,2002,10025,2,4040,12792,0,12792,0,0,0,0,0,0,1,5,15,15,40,100.92,40,79,5,69300,511200,25850,25850,1920,0,0,3.17,4,0,4,1,195,992822,231641,286.8798795,4123.075631
13152,1892,26,107,195,2002,10025,2,2018,6536,0,6536,0,0,0,0,0,0,1,5,6,6,20,100.92,20,79,5,92203,212784,0,0,1920,0,0,3.24,4,0,4,1,195,992797,231655,245.7633384,1991.854294
