,BLOCK,LOT,CD,CT2010,CB2010,ZipCode,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,LotType,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,Tract2010,XCoord,YCoord,SHAPE_Leng,SHAPE_Area
1,7,27,101,9,1016,10004,5,1019,3632,3632,0,0,3632,0,0,0,0,1,4.5,0,2,18.92,52.83,19,53,5,229500,596700,0,0,1900,0,0,3.56,10,15,15,1,9,981194,195504,163.9631339,1196.359514
2,8,39,101,9,1015,10004,5,5598,46724,46724,0,0,0,0,0,0,46724,1,7,0,1,78.92,109.25,78,109,3,1035000,4761900,0,0,1950,2009,2009,8.35,10,15,15,1,9,980840,195442,297.4309536,4800.323692
3,9,1,101,9,1013,10004,5,29481,845018,845018,0,839651,5367,0,0,0,0,1,32,0,9,211.33,162.17,210,146,3,23895000,104542200,0,646200,1970,1988,2002,28.66,10,15,15,1,9,980562,195311,726.2068195,30605.42876
4,9,14,101,9,1013,10004,5,23080,544015,544015,0,542515,0,0,1500,0,0,1,42,0,0,227.83,176,176,118,3,14670000,61898850,0,0,1987,1985,0,23.57,10,15,15,1,9,980402,195359,686.2312712,23733.07202
5,9,29,101,9,1008,10004,5,39985,896956,896956,0,864078,2878,30000,0,0,0,1,35,0,9,133.92,284.42,131,316,1,35280000,64397250,0,0,1971,0,0,22.43,10,15,15,1,9,980443,195525,857.4575199,40564.42694
6,10,1,101,9,1009,10004,5,8671,24484,24484,0,24484,0,0,0,0,0,1,2,0,1,22.08,191.75,22,191,3,607500,2534850,0,0,1963,0,0,2.82,10,15,15,1,9,980884,195568,495.3303898,9797.739029
7,10,14,101,9,1009,10004,5,13214,365792,365792,0,365792,0,0,0,0,0,1,30,0,15,81.92,161.17,58,160,3,7875000,40065300,0,0,1986,2003,2004,27.68,10,15,15,1,9,980734,195538,520.553249,13546.78059
8,10,15,101,9,1009,10004,5,2077,14829,14829,0,10829,4000,0,0,0,0,1,7,0,1,32.67,58,33,62,3,406800,1448100,0,0,1921,1982,0,7.14,10,15,15,1,9,980679,195577,199.868304,2268.012305
9,10,32,101,9,1026,10004,4,1932,9075,5601,3474,0,5601,0,0,0,0,1,5,2,6,24.5,77.83,24,80,5,380250,995400,0,0,1910,0,0,4.7,10,15,15,1,9,980790,195721,217.0404269,1969.741471
10,10,33,101,9,1026,10004,5,6834,0,0,0,0,0,0,0,0,0,1,43,0,1,71.5,125,71.12,125,4,3690450,31084200,0,0,2007,0,0,0,10,15,15,1,9,980840,195705,405.3127838,7113.437174
11,11,7,101,9,1004,10004,5,2613,15678,15678,0,11678,4000,0,0,0,0,1,6,0,7,41.08,73.67,38,67,3,517500,1125900,0,0,1920,0,0,6,10,15,15,1,9,980784,196063,221.0448073,2760.533998
12,11,10,101,9,1004,10004,4,1701,6770,1700,5070,0,1700,0,0,0,0,1,4,6,7,26.83,64.75,26,65,5,116996,674914,0,0,1900,1965,2008,3.98,10,15,15,1,9,980842,196061,182.1244222,1693.838055
13,11,11,101,9,1004,10004,4,1314,6000,6000,0,2400,3600,0,0,0,0,1,4,0,5,21.25,61.58,21,61,5,205650,866250,0,0,1900,1989,0,4.57,10,15,15,1,9,980866,196061,168.6655263,1370.834405
14,11,12,101,9,1004,10004,4,1260,5046,3770,1276,0,3770,0,0,0,0,1,4,1,4,21.25,59,21,59,5,226800,1101600,0,0,1920,1960,2004,4,10,15,15,1,9,980889,196060,165.7153693,1357.528202
15,11,14,101,9,1004,10004,3,2907,51387,2300,49087,0,2300,0,0,0,0,1,19,20,21,53.42,56.33,53,56,4,760500,5450850,59300,59300,1909,1989,0,17.68,10,15,15,1,9,980926,196059,221.5713466,3061.385565
16,11,17,101,9,1003,10004,5,3287,21216,21216,0,18316,2900,0,0,0,0,1,6,0,5,33.75,100.58,33,100,3,639000,1605600,0,0,1930,1973,0,6.45,10,15,15,1,9,980971,195998,274.6997042,3574.966939
17,11,21,101,9,1003,10004,5,13135,361710,361710,0,348615,12000,0,1095,0,0,1,35,0,22,131.08,107,131,107,5,5895000,20413350,0,0,1935,1985,0,27.54,10,15,15,1,9,980964,195876,475.7221281,13973.47063
18,11,29,101,9,1003,10004,5,3623,17425,17425,0,10368,7057,0,0,0,0,1,5,0,5,44.17,83.17,44,83,5,426600,1095750,0,0,1920,0,0,4.81,10,15,15,1,9,980857,195836,254.7209338,3630.357552
19,13,1,101,13,2008,10004,5,17025,180646,180646,0,180016,0,0,630,0,0,1,14,0,28,96.33,171.33,96.33,171.33,3,4905000,15350850,0,0,1900,1982,0,10.61,10,15,15,1,13,980242,196109,563.2591863,18200.05146
20,13,27,101,13,2008,10004,5,48071,809401,809401,0,587215,42000,0,301,0,179885,1,23,0,12,202.92,248.33,203,248,3,18539550,84160800,0,7436250,1921,2010,0,16.84,10,15,15,1,13,980368,196404,902.7083771,50181.64975
21,16,20,101,317.04,4001,10280,3,29700,230765,0,230765,0,0,0,0,0,0,1,9,209,210,198,150,0,0,5,5355000,16362450,5355000,16362450,1998,0,0,7.77,0,0,0,1,31704,979342,196965,711.7125664,31136.98805
22,16,100,101,317.04,1001,10280,4,220732,1881621,153929,1727692,0,21188,48112,0,0,0,6,5,1712,1722,257.17,271,257,110,5,39734550,157914000,39734550,157914000,1983,0,0,8.52,0,0,0,1,31704,979527,198334,2009.740248,225641.3252
23,16,125,101,13,1000,10007,5,199346,2267925,2267925,0,2021772,95466,12266,56501,0,81920,2,43,0,1,489,217,125,125,5,76950450,187913700,76950450,187913700,1987,0,0,11.38,0,0,0,1,13,980007,198843,2256.691533,214096.141
24,16,180,101,317.03,2005,10282,3,16653,356786,21847,334939,0,0,2652,0,0,19195,1,27,293,294,71,120,71,121,5,3073500,45685350,3073500,45685350,2002,0,0,21.42,0,0,0,1,31703,979777,200344,613.6219922,16984.74551
25,16,185,101,317.03,2005,10282,3,14451,278141,2000,276141,2000,0,0,0,0,0,1,24,253,256,196,70,196,70,5,2601000,35616600,2601000,35616600,2004,0,0,19.25,0,0,0,1,31703,979964,200239,554.2403458,14435.424
26,16,190,101,317.03,2005,10282,3,14500,331500,0,331500,0,0,0,0,0,0,1,26,324,324,196.58,71.5,0,0,0,1921500,39933450,1921500,39933450,2000,0,0,22.86,0,0,0,1,31703,979861,200598,547.5167645,16669.22494
27,16,195,101,317.03,2005,10282,3,18270,356483,0,356483,0,0,0,0,0,0,1,24,274,276,196,135,0,0,5,4500000,39397500,4500000,39397500,2004,0,0,19.51,0,0,0,1,31703,980095,200482,657.5394586,17993.0515
28,16,221,101,317.03,2003,10282,3,6323,244617,1000,243617,0,1000,0,0,0,0,1,25,151,152,73.42,135.25,135.25,179.11,3,2250000,25060050,2250000,25060050,1998,0,0,38.69,0,0,0,1,31703,980378,200502,463.0858804,6570.305306
29,19,11,101,13,2002,10006,4,2913,10356,2300,8056,0,2300,0,0,0,0,1,4,8,12,40.75,74.5,41,68,4,303750,621900,0,0,1900,1989,0,3.56,10,15,15,1,13,980457,196917,236.6416607,3137.69269
30,19,13,101,13,2002,10006,5,11470,62089,62089,0,0,59607,0,2482,0,0,1,6,0,1,135.5,97.08,136,97,4,2272500,4604850,0,0,1930,1990,0,5.41,10,15,15,1,13,980492,197003,456.9276835,12299.1853
31,19,21,101,13,2002,10006,5,1329,3999,3999,0,0,3999,0,0,0,0,1,3,0,1,30.25,45.58,30.25,44,3,320850,657000,0,0,2004,0,0,3.01,10,15,15,1,13,980511,197156,157.9775125,1452.064328
32,20,1,101,13,2009,10006,5,14490,316150,316150,0,316150,0,0,0,0,0,1,30,0,43,72.08,184.17,70,182,3,3483000,20868300,0,0,1931,0,0,21.82,10,15,15,1,13,980480,196545,540.5994182,15236.54585
33,21,4,101,13,2010,10006,5,16716,335184,335184,0,330184,5000,0,0,0,0,1,21,0,16,79.75,209,80,214,4,7515000,26001900,0,459000,1917,1978,2007,20.05,10,15,15,1,13,980739,196975,592.2429907,16984.47092
34,22,28,101,9,1002,10004,5,18640,345540,345540,0,278310,5300,9200,0,0,52730,1,19,0,5,124.87,158.83,125,159,3,8370000,54679500,0,2599200,1897,2003,1982,18.54,10,15,15,1,9,980847,196668,571.6714964,20046.08452
35,23,19,101,7,1008,10004,5,31350,240279,240279,0,240279,0,0,0,0,0,2,23,0,1,195.92,156.5,195.92,156.5,3,14625000,24638400,0,0,1904,2006,0,7.66,10,15,15,1,7,981147,196867,760.7741284,33033.04993
36,23,50,101,7,1008,10004,5,19975,466820,466820,0,466820,0,0,0,0,0,1,27,0,1,121.5,150.67,121.5,150.67,5,12780000,55861200,0,0,1956,0,0,23.37,10,15,15,1,7,981072,196715,587.2601301,20381.09782
37,24,19,101,9,1001,10004,5,2268,15995,15995,0,14595,1400,0,0,0,0,1,7,0,4,49.75,49.83,50,49,5,265050,1596150,0,0,1983,1988,0,7.05,10,15,15,1,9,980907,196438,199.1593589,2449.122527
38,24,36,101,9,1001,10004,5,13971,205940,205940,0,195940,10000,0,0,0,0,1,20,0,0,80.33,185.75,80,185.75,5,3600000,15954750,0,0,1913,0,0,14.74,10,15,15,1,9,980961,196392,548.3393993,14815.19517
39,25,27,101,9,1000,10005,5,14970,237000,237000,0,227300,9700,0,0,0,0,1,20,0,0,107,70.5,107,70.5,3,2902500,9347400,0,0,1902,1985,0,15.83,10,15,15,1,9,981398,196377,626.014463,16255.67464
40,26,14,101,7,1009,10005,3,18016,377214,6000,371214,0,6000,0,0,0,0,2,26,372,374,61.08,220,61.08,220,5,12330000,34450650,0,16000000,1904,1974,2006,20.94,10,15,15,1,7,981414,196602,697.3193855,19808.34132
41,27,17,101,7,1020,10005,3,12127,303175,38772,264403,22550,10222,0,6000,0,0,1,25,317,323,144,145,143,140,3,7200000,28441800,0,10960374,1921,2006,0,25,10,15,15,1,7,981921,196326,503.759514,12917.18861
42,28,5,101,7,1023,10004,5,12919,292466,292466,0,281056,11410,0,0,0,0,1,24,0,19,119.75,104,118,114,3,5040000,19418400,0,0,1962,1984,0,22.64,10,15,15,1,7,981690,196152,464.4906483,13455.66087
43,28,12,101,7,1019,10005,5,3945,95325,95325,0,91006,3844,0,475,0,0,1,27,0,18,38,99.67,38,96,3,1566000,4808250,0,0,1931,0,0,24.16,10,15,15,1,7,981796,196175,273.7436458,3972.989447
44,28,15,101,7,1019,10005,4,1833,7252,4156,3096,0,3220,0,936,0,0,1,4.5,2,3,18,93.5,18,86,4,288900,743850,0,0,1903,0,0,3.96,10,15,15,1,7,981826,196182,218.954325,1698.410407
45,29,22,101,9,1011,10004,4,2203,7246,3624,3622,0,1812,0,1812,0,0,1,3,4,10,21.25,85.25,21.25,85.25,5,693000,1230750,0,0,1983,1983,0,3.29,10,15,15,1,9,981340,195778,226.9751035,2375.905453
46,29,25,101,9,1011,10004,5,1685,8660,5070,3590,0,5070,0,0,0,0,1,4,2,4,24.83,73.17,21.11,73,4,256500,638100,0,0,1900,0,0,5.14,10,15,15,1,9,981401,195827,194.9484914,1706.408434
47,29,26,101,9,1011,10004,4,1839,7336,1834,5502,0,1834,0,0,0,0,1,4,4,5,24,73,24,73,5,463914,857337,0,0,1920,0,0,3.99,10,15,15,1,9,981419,195843,200.3568367,1939.26772
48,29,43,101,9,1010,10004,5,3234,24238,24238,0,0,1600,0,0,0,22638,1,7,0,2,42.83,76.5,42,78,3,1629000,3307500,0,0,1920,0,0,7.49,10,15,15,1,9,981402,195974,244.0076724,3352.263754
49,29,46,101,9,1010,10004,4,1502,6008,1248,4760,0,1248,0,0,0,0,1,4,3,4,16,79.25,16,78,5,339035,627126,0,0,1913,0,0,4,10,15,15,1,9,981367,195939,202.6752508,1667.525411
50,29,70,101,9,1005,10004,5,26068,661283,661283,0,646657,14626,0,0,0,0,1,35,0,1,230.33,112.17,230.33,112.17,3,11745000,69641550,0,2664000,1928,1929,2004,25.37,10,15,15,1,9,981134,196012,725.9779603,27285.22956
51,30,5,101,9,1012,10004,6,7800,85472,85472,0,0,5000,0,80472,0,0,1,11,0,3,59.75,135.67,60,138,4,1755000,4918500,0,0,1929,1990,0,10.96,10,15,15,1,9,981456,195681,410.0946701,8387.825042
52,30,33,101,9,1012,10004,4,1504,5484,2742,2742,1371,1371,0,0,0,0,1,4,2,4,24.42,62,24,62,5,292139,540415,0,0,1900,0,0,3.65,10,15,15,1,9,981428,195602,179.5242743,1628.786224
53,31,10,101,7,1018,10005,4,1867,6800,6800,0,0,5100,0,1700,0,0,1,4,0,1,25.83,77.92,26,65,5,297000,837900,0,0,1920,0,0,3.64,10,15,15,1,7,981867,196057,213.0685786,2019.090449
54,31,34,101,7,1018,10005,5,979,6487,6487,0,5527,960,0,0,0,0,1,7,0,2,22.67,42.83,23,43,5,125550,429750,0,0,1920,2012,2012,6.63,10,15,15,1,7,981905,196008,133.9375074,1040.466011
55,33,1,101,7,1031,10005,5,25779,541568,541568,0,541268,300,0,0,0,0,1,26,0,12,214.83,122.08,171,126,1,14220000,99389250,0,6316200,1969,2008,0,21.01,10,15,15,1,7,981977,195845,691.6169735,27632.87394
56,33,11,101,7,1025,10005,3,22957,473460,29960,443500,0,12500,17460,0,0,0,1,22,507,510,55,231,54,231,3,21015000,46520550,0,4950000,1969,1987,2007,20.62,10,15,15,1,7,982148,196009,718.3882735,22516.58554
57,33,22,101,7,1025,10005,5,4319,91358,91358,0,90838,520,0,0,0,0,1,24,0,36,62.92,63.33,63,63,3,2151000,6434100,0,0,1931,0,0,21.15,10,15,15,1,7,982237,196051,291.5271237,4589.635886
58,35,1,101,7,1032,10005,5,42176,973587,973587,0,929884,479,29785,0,0,13439,1,36,0,6,216,203.33,190,184,1,29565000,112300000,0,18724950,1987,2008,0,23.08,10,15,15,1,7,982117,195693,824.5389515,42392.26931
59,37,8,101,7,1015,10005,5,17017,295376,295376,0,282810,12566,0,0,0,0,1,27,0,24,118.58,157.17,119,157,3,6615000,20701800,0,0,1965,0,0,17.36,10,15,15,1,7,982488,196094,555.1268836,17923.2973
60,37,23,101,7,1014,10005,5,46799,1079361,1079361,0,1077987,1374,0,0,0,0,1,41,0,12,231.83,212,180,189,1,27720000,144854100,0,0,1982,0,0,23.06,10,15,15,1,7,982721,196225,878.2888436,47548.82975
61,38,17,101,7,1012,10005,5,27600,566858,566858,0,566858,0,0,0,0,0,1,32,0,23,251.33,114.33,211,93,3,16200000,56211750,0,0,1973,2007,0,20.54,10,15,15,1,7,982540,196368,730.9476363,28946.55509
62,39,4,101,7,1017,10005,5,4179,50044,50044,0,41988,8056,0,0,0,0,1,12,0,10,49,76.08,48,76,3,1161000,3444300,0,0,1905,0,0,11.98,10,15,15,1,7,982122,196353,312.5318883,4727.294393
63,39,6,101,7,1017,10005,5,4235,22614,22614,0,18614,4000,0,0,0,0,1,6,0,1,47,97.83,47,88,5,576000,1827450,0,0,1920,1982,0,5.34,10,15,15,1,7,982178,196390,298.0985029,4791.684837
64,39,38,101,7,1017,10005,5,2562,42568,42568,0,0,0,0,0,0,42568,1,26,0,1,41.5,65,40.5,64.79,5,1383300,8095950,0,0,2007,0,0,16.62,10,15,15,1,7,982245,196340,221.7263467,2923.75497
65,40,14,101,7,1011,10005,5,12175,281755,281755,0,259055,21200,0,1500,0,0,1,32,0,28,99.33,126.5,99,127,3,5895000,18254700,0,0,1928,2000,0,23.14,10,15,15,1,7,981721,196665,475.2041738,13244.58297
66,42,22,101,7,1004,10005,3,18833,387000,2198,384802,0,2198,0,0,0,0,1,45,287,289,136.08,136.08,151,136,3,6750000,35001900,3999960,32251860,2002,0,0,20.55,10,15,15,1,7,981978,196988,589.7575209,19817.44839
67,42,36,101,7,1004,10005,5,6881,33529,33529,0,27529,6000,0,0,0,0,1,4,0,0,59.67,130.75,59.67,130.75,5,801000,1791000,0,0,1900,0,0,4.87,10,15,15,1,7,982173,196823,387.5295345,7599.728137
68,43,1,101,7,1010,10005,5,14213,289049,289049,0,279635,9414,0,0,0,0,1,23,0,0,70.08,195.33,70,195,3,5760000,19388250,0,0,1927,0,0,20.34,10,15,15,1,7,981648,196777,578.8643223,15516.93267
69,43,2,101,7,1010,10005,5,34360,1061266,1061266,0,1056266,5000,0,0,0,0,1,63,0,1,150,194.58,150,194.58,5,19980000,64108350,0,0,1931,0,0,30.89,10,15,15,1,7,981555,196847,851.053327,35085.95039
70,46,1,101,7,1006,10005,5,8615,173159,173159,0,150927,22232,0,0,0,0,1,21,0,3,114.58,72.33,114.58,72.33,3,4095000,18003600,0,0,1932,0,0,20.1,10,15,15,1,7,981110,197122,398.8022914,9308.284735
71,46,3,101,7,1006,10005,5,14950,364390,364390,0,333178,31212,0,0,0,0,1,24,0,1,123.17,125.58,123.17,125.58,3,5805000,26546850,0,0,1922,2003,0,24.37,10,15,15,1,7,981167,197208,518.2957351,16658.257
72,48,1,101,7,1001,10005,5,52636,1141266,1141266,0,1141066,200,0,0,0,0,1,50,0,13,143.83,317.75,84,210,1,23670000,130000000,0,0,1967,1984,0,21.68,10,15,15,1,7,981445,197457,955.037683,50824.23527
73,50,1,101,13,1011,10006,5,16620,396607,396607,0,374003,22604,0,0,0,0,1,21,0,33,61,275.25,61,268,1,4486500,31560300,0,0,1907,1989,0,23.86,10,15,15,1,13,981070,197561,680.3902081,18116.26282
74,51,13,101,13,2001,10006,5,26800,181725,181725,0,181725,0,0,0,0,0,1,7,0,5,124.58,181.5,125,182,4,5265000,17441100,0,0,1921,0,0,6.78,10,15,15,1,13,980693,197496,693.53178,27182.22494
75,52,10,101,13,1010,10006,3,3795,18319,3840,14479,0,3840,0,0,0,0,1,5,12,14,48.25,85.25,48,85,3,603000,2140650,0,0,1916,0,0,4.83,10,15,15,1,13,980742,197767,266.3729602,4149.63267
76,53,2,101,13,1014,10006,5,5165,176582,176582,0,0,0,0,0,0,176582,1,50,0,1,55,87.33,0,0,3,4605750,17087850,0,0,2012,0,0,34.19,10,15,15,1,13,980334,197317,303.6088309,5244.270921
77,53,6,101,13,1014,10006,4,2361,9565,1913,7652,0,1913,0,0,0,0,1,5,16,17,25.17,93.75,25,74,5,214200,631800,0,0,1915,0,0,4.05,10,15,15,1,13,980369,197429,243.8702611,2557.610996
78,53,36,101,13,1014,10006,4,2796,10950,2400,8550,0,2400,0,0,0,0,1,5,16,18,27.33,94.42,27,79,5,270000,1244700,0,0,1900,0,0,3.92,10,15,15,1,13,980461,197418,291.2988693,2895.739972
79,53,37,101,13,1014,10006,5,4664,21489,21489,0,0,2171,0,0,0,19318,1,5,0,1,49.92,92.83,50,92,5,369000,1091250,0,0,1926,0,0,4.61,10,15,15,1,13,980455,197378,304.3867158,5219.839118
80,55,16,101,13,1005,10006,5,20161,420322,420322,0,0,3000,0,0,0,417322,1,38,0,5,116.92,86,65,57,3,18000000,44905050,0,0,1989,2006,0,20.85,10,15,15,1,13,980274,197741,621.6054892,22530.58693
81,56,1,101,13,1004,10006,5,10927,8693,8693,0,0,8693,0,0,0,0,1,21,0,1,78.25,158.67,158,78,3,9810000,27906750,0,18096750,1931,2008,0,0.8,10,15,15,1,13,980376,197893,486.8508822,11511.02908
82,56,4,101,13,1004,10006,3,16980,357000,2000,355000,2000,0,0,0,0,0,1,24,410,411,158.67,119.75,158.67,119.75,3,4500000,38815200,0,28755000,1908,2004,0,21.02,10,15,15,1,13,980297,197946,581.8081871,18654.58076
83,58,1,101,13,1000,10007,5,833945,8837499,8837499,0,2900000,50000,0,0,0,47499,11,104,0,1,950,750,200,198,5,225000000,957600000,225000000,957600000,2009,0,0,10.6,10,10,10,1,13,980828,198546,4579.953865,701832.2037
84,63,17,101,13,1007,10007,4,2589,17629,12629,5000,5129,7500,0,0,0,0,1,7,2,7,25.25,100.67,25,100,5,612000,1079100,0,0,1920,1970,0,6.81,10,15,15,1,13,981479,198036,261.0061002,2661.283623
85,63,19,101,13,1007,10007,5,2486,14100,14100,0,5500,3750,0,4850,0,0,1,5,0,2,25.25,100.42,25,100,5,589500,1776600,0,0,1920,1982,0,5.67,10,15,15,1,13,981451,197992,262.1528506,2793.87581
86,64,1,101,15.02,1008,10005,5,2688,42012,42012,0,0,1800,0,0,0,40212,2,20,0,2,21.67,85,22,85,3,3132000,10544400,0,0,2006,0,0,15.63,10,15,15,1,1502,981679,197602,310.2888673,2915.892253
87,64,5,101,15.02,1008,10005,4,915,4134,1734,2400,0,1734,0,0,0,0,1,4,3,4,15.5,49.75,16,50,5,86838,394290,0,0,1900,2007,0,4.52,10,15,15,1,1502,981720,197594,142.7202162,944.8149057
88,64,9,101,15.02,1009,10005,5,7878,30681,30681,0,30681,0,0,0,0,0,1,5,0,2,83.42,91.25,83,91,3,1174500,3244050,0,0,1901,0,0,3.89,10,15,15,1,1502,981572,197580,367.7948573,8368.41606
89,64,24,101,15.02,1009,10005,4,1013,4420,1000,3420,0,1000,0,0,0,0,1,5,4,5,34.92,26.08,34.92,26.08,3,235405,949000,0,14702,1900,2003,0,4.36,10,15,15,1,1502,981680,197682,153.6479973,1020.532227
90,64,25,101,15.02,1009,10005,4,1013,5065,1000,4065,0,1000,0,0,0,0,1,5,4,5,28.17,35.75,28.17,35.75,5,89477,486510,0,6831,1900,2004,0,5,10,15,15,1,1502,981662,197659,129.9523637,992.3848311
91,65,4,101,15.02,1001,10038,5,3370,10083,10083,0,0,10083,0,0,0,0,1,2,0,9,49.75,75.5,69,48,3,760500,1325700,0,0,1965,0,0,2.99,10,15,15,1,1502,981794,197684,238.7658811,3356.63213
92,65,20,101,15.02,1001,10038,4,2994,31118,2320,28798,0,2320,0,0,0,0,1,13,16,20,53.75,59.33,54,56,5,540000,2421900,0,0,1900,1988,0,10.39,10,15,15,1,1502,981726,197887,226.9651748,3185.668893
93,65,22,101,15.02,1001,10038,4,1607,5460,1500,3960,0,1500,0,0,0,0,1,4,3,4,24.92,64.17,25,62,5,348737,644150,0,14126,1920,1988,2003,3.4,10,15,15,1,1502,981770,197841,187.1971635,1699.804605
94,65,24,101,15.02,1001,10038,5,3325,52486,52486,0,0,0,0,0,0,52486,1,21,0,1,50.58,66.75,51,60,5,897750,1229531,0,0,1952,2012,2012,15.79,10,15,15,1,1502,981815,197797,235.0582556,3314.130082
95,66,1,101,15.02,1007,10005,5,49440,640000,640000,0,640000,0,0,0,0,0,1,14,0,0,408.08,164.75,408,165,3,15300000,44700000,0,0,1922,0,0,12.94,10,15,15,1,1502,981843,197363,1079.70305,49292.819
96,67,1,101,15.02,1006,10038,5,59391,1073000,1073000,0,1049755,23245,0,0,0,0,1,44,0,57,286.4,261.71,218,180,3,31185000,89271900,0,0,1965,1965,0,18.07,10,15,15,1,1502,982037,197460,1036.81976,59810.86208
97,68,7,101,15.02,1010,10038,5,10894,155450,155450,0,137500,17950,0,0,0,0,1,13,0,2,106.08,132.58,106.08,132.58,3,2137500,13596300,1090125,6934115,1958,2005,2010,14.27,10,15,15,1,1502,982209,197051,427.7429688,10902.86683
98,68,16,101,15.02,1010,10038,3,7488,111184,7100,104084,0,7100,0,0,0,0,1,17,121,123,70.08,77.5,71,100,3,2065500,14974200,0,1134000,1907,1987,2001,14.85,10,15,15,1,1502,982110,197211,373.8138239,7455.001571
99,69,6,101,15.02,2007,10038,3,16642,222000,23500,198500,15000,8500,0,0,0,0,1,28,189,194,105.25,104.1,123,139,5,3744000,26757000,65346,23078346,2007,0,0,13.34,10,15,15,1,1502,982378,196886,541.4215437,17048.72922
100,69,18,101,15.02,2007,10038,3,24128,627330,28964,598366,0,9407,19557,0,0,0,2,51,650,652,242,104,80,195,3,5535000,68594400,1440000,64499400,2003,0,0,26,10,15,15,1,1502,982328,197005,757.41346,25226.47028
101,69,30,101,15.02,2007,10038,5,9914,0,0,0,0,0,0,0,0,0,1,28,0,1,119.23,104.64,63,104,5,2676600,11707200,0,0,2012,0,0,0,10,15,15,1,1502,982446,196998,417.9785672,9894.527023
102,69,32,101,15.02,2006,10038,4,11550,338463,7905,330558,0,7905,0,0,0,0,1,35,416,418,123.17,107.5,123,118,3,3514500,28543050,0,0,1931,2011,0,29.3,10,15,15,1,1502,982616,197026,439.5384024,11542.44316
103,69,53,101,15.02,2006,10038,5,4618,17888,17888,0,14888,3000,0,0,0,0,1,4,0,4,20.42,126,20,126,4,415800,1894500,0,0,1938,2008,0,3.87,10,15,15,1,1502,982557,197071,343.080649,4753.705157
104,69,54,101,15.02,2006,10038,4,830,2761,1454,1307,654,800,0,0,0,0,1,4,2,4,18.5,42.67,19,43,5,130950,411300,0,0,1900,1989,0,3.33,10,15,15,1,1502,982599,197099,123.2380367,787.552284
105,71,1,101,15.02,2009,10038,4,9026,52969,2014,50955,0,2014,0,0,0,0,1,9,63,66,79.42,110,79.42,95,3,1890000,4987800,0,0,1930,1979,0,5.87,10,15,15,1,1502,982705,196519,408.02248,10102.64799
106,72,14,101,15.02,2011,10038,5,2944,7835,7835,0,0,2500,0,0,0,5335,1,3,0,4,24.92,119.5,25,107,5,289350,326752,0,0,1920,0,0,2.66,10,15,15,1,1502,982925,196480,293.2385646,2915.598934
107,72,25,101,15.02,2011,10038,5,1082,424,424,0,0,424,0,0,0,0,1,1,0,1,21.75,50.08,12,26,3,146250,261000,0,0,1940,0,0,0.39,10,15,15,1,1502,983109,196428,151.1946402,1193.78968
108,72,27,101,15.02,2011,10038,3,7618,52005,5800,46205,0,5800,0,0,0,0,1,8,24,25,35.5,164.67,36,165,5,517500,1732050,0,0,1900,0,0,6.83,10,15,15,1,1502,983019,196440,447.3666271,7735.255009
109,72,31,101,15.02,2011,10038,5,8149,47713,47713,0,47713,0,0,0,0,0,1,6,0,2,96.67,118,96,117,3,1134000,3165300,0,0,1950,1983,0,5.86,10,15,15,1,1502,983006,196365,447.0845206,8769.440659
110,73,10,101,15.01,3008,10038,5,208475,331550,331550,0,0,331550,0,0,0,0,3,3,0,17,114,597.5,242,535,2,2618100,16170750,2618100,16170750,1985,0,0,1.59,10,3.4,10,1,1501,983839,196288,1929.448796,142835.7874
111,74,1,101,15.02,2012,10038,5,47539,125500,89305,36195,0,2400,0,0,0,3600,17,5,32,47,195.17,249.33,20,60,3,4477500,14262300,4477500,14262300,1980,1983,0,2.64,10,15,15,1,1502,983191,196622,915.213466,48749.57229
112,75,8,101,15.02,2003,10038,4,1070,3047,3047,0,927,2120,0,0,0,0,1,3,0,1,20.08,56,20,53,5,180000,365400,0,0,1920,1963,2012,2.85,10,10,10,1,1502,982879,196904,154.3799072,1120.800125
113,75,9,101,15.02,2003,10038,5,1075,1935,1935,0,0,1935,0,0,0,0,1,2,0,1,20.08,56.67,20,54,5,282150,933750,0,0,1920,1964,2012,1.8,10,10,10,1,1502,982867,196919,154.5496267,1126.04007
114,75,21,101,15.02,2002,10038,5,11828,234553,234553,0,226803,7750,0,0,0,0,1,28,0,34,101.5,52.08,101.5,52.08,3,4545000,15592950,0,0,1987,1989,0,19.83,10,10,10,1,1502,982932,197177,455.4861421,11949.46746
115,75,43,101,15.02,2002,10038,2,1690,6400,0,6400,0,0,0,0,0,0,1,4,3,3,19.42,89.33,20,80,5,175641,255744,0,0,1974,0,0,3.79,10,10,10,1,1502,982815,197236,224.6320485,1920.656498
116,75,46,101,15.02,2002,10038,5,2398,8700,8700,0,6500,2200,0,0,0,0,1,4,0,2,25.33,90,25,90,5,162000,853200,0,0,1900,0,0,3.63,10,10,10,1,1502,982878,197270,237.1990946,2445.685901
117,76,1,101,15.02,2001,10038,5,3663,40564,38543,2021,24000,7010,0,7533,0,0,1,11,3,38,59,79.92,59,80,3,873000,3145500,0,0,1900,1990,0,11.07,10,10,10,1,1502,982766,197486,256.9626582,3889.904375
